N	Tempo	EM1	EM2	EM3	EM4	EM5	EM6	EM7	EM8	EM9	EM10	EM11	EM12	CM1	CM2	CM3	CM4	CM5	CM6	CM7	CM8	CM9	CM10	CM11	CM12	AcX		AcY	AcZ	GyX	GyY	GyZ		HCSR
118	152504	78	83	107	84	80	95	77	84	97	84	109	77	78	103	70	100	106	96	72	109	86	91	105	101	666.00	1274.00	-894.00	-2236.00	28.00	-19240.00	37.88
119	154073	78	103	70	100	106	96	72	109	86	91	105	101	97	82	102	83	73	87	98	73	78	76	108	77	380.00	-499.00	7238.00	-2220.00	1108.00	-14760.00	37.79
120	155014	97	82	102	83	73	87	98	73	78	76	108	77	72	81	70	94	75	72	98	75	103	107	82	96	1132.00	3107.00	-10049.00	-3888.00	-716.00	-15372.00	36.76
121	156446	72	81	70	94	75	72	98	75	103	107	82	96	107	73	106	109	72	107	101	94	75	102	87	77	948.00	1305.00	5822.00	792.00	9684.00	-21720.00	38.57
122	157778	107	73	106	109	72	107	101	94	75	102	87	77	92	94	83	91	73	74	88	93	77	83	91	89	-4492.00	-1052.00	-3862.00	-4008.00	-1956.00	-31324.00	37.00
123	159333	92	94	83	91	73	74	88	93	77	83	91	89	80	86	97	108	85	77	105	96	77	108	92	109	-1749.00	377.00	5137.00	-4452.00	-148.00	-17720.00	38.01
124	160781	80	86	97	108	85	77	105	96	77	108	92	109	96	70	71	92	79	98	73	70	72	80	97	98	-1169.00	-2147.00	2461.00	-1760.00	-3608.00	-8936.00	37.23
125	162250	96	70	71	92	79	98	73	70	72	80	97	98	75	84	95	109	100	72	93	94	74	97	74	84	1564.00	298.00	-3120.00	-4028.00	-1456.00	-19668.00	36.17
126	163427	75	84	95	109	100	72	93	94	74	97	74	84	98	94	105	86	75	104	103	100	80	94	109	85	-3453.00	1033.00	-336.00	-2364.00	488.00	-13988.00	36.07
127	164694	98	94	105	86	75	104	103	100	80	94	109	85	109	70	91	99	72	94	70	78	91	92	95	93	-248.00	103.00	168.00	-3020.00	-776.00	-16632.00	36.47
128	165881	109	70	91	99	72	94	70	78	91	92	95	93	78	77	104	107	70	82	73	91	97	78	103	71	-235.00	739.00	834.00	-4392.00	-344.00	-18936.00	37.70
129	167141	78	77	104	107	70	82	73	91	97	78	103	71	102	100	80	93	84	88	70	101	109	103	109	108	-1666.00	-1195.00	-4727.00	-2448.00	-4.00	-13716.00	36.42
130	168769	102	100	80	93	84	88	70	101	109	103	109	108	88	87	78	96	82	103	71	97	73	72	88	76	4341.00	-506.00	6832.00	-2908.00	9032.00	-19148.00	38.68
131	170072	88	87	78	96	82	103	71	97	73	72	88	76	73	100	83	102	97	74	85	88	96	84	98	109	1563.00	-1241.00	-5781.00	636.00	-3380.00	-25528.00	36.60
132	171446	73	100	83	102	97	74	85	88	96	84	98	109	79	106	103	81	90	89	99	84	74	74	77	109	1579.00	181.00	1527.00	-6452.00	-612.00	-19696.00	36.98
133	172748	79	106	103	81	90	89	99	84	74	74	77	109	85	81	88	83	73	90	103	90	83	93	96	85	-363.00	298.00	165.00	-3292.00	484.00	-15380.00	34.54
134	174082	85	81	88	83	73	90	103	90	83	93	96	85	86	85	78	72	77	84	100	86	93	85	92	73	-1225.00	1351.00	2635.00	904.00	1300.00	-5444.00	35.48
135	175740	86	85	78	72	77	84	100	86	93	85	92	73	82	90	107	93	76	86	88	96	99	106	86	85	-2038.00	976.00	1961.00	-2988.00	1516.00	-25796.00	36.85
136	176850	82	90	107	93	76	86	88	96	99	106	86	85	88	93	76	100	97	102	94	106	81	73	109	72	-578.00	-33.00	-1470.00	-2484.00	5344.00	-18112.00	37.81
137	177963	88	93	76	100	97	102	94	106	81	73	109	72	106	90	104	96	89	89	73	86	76	70	79	97	1534.00	229.00	-3874.00	2556.00	-2608.00	-15176.00	38.46
138	179174	106	90	104	96	89	89	73	86	76	70	79	97	106	108	106	109	109	96	76	106	96	103	100	88	218.00	-367.00	10155.00	-3228.00	-2080.00	-20920.00	38.83
139	180304	106	108	106	109	109	96	76	106	96	103	100	88	104	87	105	78	94	98	73	101	106	82	102	71	-4376.00	-996.00	971.00	-372.00	1996.00	-19200.00	37.41
