N T EM1 EM2 EM3 EM4 EM5 EM6 EM7 EM8 EM9 EM10 EM11 EM12 CM1 CM2 CM3 CM4 CM5 CM6 CM7 CM8 CM9 CM10 CM11 CM12 GyX GyY GyZ AcX AcY AcZ Tmp HCSR X Y Z
{1276 54837 90 89 89 90 89 90 90 89 89 89 89 90 90 89 89 90 89 90 90 89 89 89 89 90 1.94 -0.51 -0.29 0.77 0.60 -1.39 29.28 53.85 1.06 -5.35 0.02 }
{1280 54989 90 89 89 90 89 90 90 89 89 89 89 90 90 89 89 90 89 90 90 89 89 89 89 90 1.84 -0.68 -0.64 0.79 0.62 -1.31 29.28 54.01 1.06 -5.37 0.11 }
{1284 55143 90 89 89 90 89 90 90 89 89 89 89 90 89 89 90 89 89 90 89 89 89 89 90 89 3.06 -0.44 0.84 0.78 0.64 -1.39 29.28 54.36 1.09 -5.38 0.18 }
{1288 55297 89 89 90 89 89 90 89 89 89 89 90 89 89 89 90 89 89 90 89 89 89 89 90 89 1.44 -0.39 -0.53 0.81 0.65 -1.52 29.33 54.36 1.05 -5.39 0.28 }
{1292 55452 89 90 89 89 90 89 89 89 89 89 90 90 89 90 89 89 90 89 89 89 89 89 90 90 2.10 -0.59 0.09 0.76 0.51 -1.33 29.28 54.59 1.03 -5.40 0.38 }
{1296 55603 89 90 89 89 90 89 89 89 89 89 90 90 89 90 89 89 90 89 89 89 89 89 90 90 1.87 -0.35 -0.69 0.80 0.65 -1.36 29.38 54.36 1.03 -5.43 0.40 }
{1300 55757 89 90 89 89 90 89 89 89 89 89 90 90 89 90 89 89 90 89 89 89 89 89 90 90 1.93 -0.71 -0.63 0.78 0.56 -1.41 29.28 54.37 1.03 -5.41 0.47 }
{1304 55912 89 90 89 89 89 89 89 90 90 89 90 89 89 90 89 89 89 89 89 90 90 89 90 89 1.73 -0.42 -0.43 0.77 0.54 -1.31 29.33 54.52 1.02 -5.36 0.61 }
{1308 56065 89 90 89 89 89 89 89 90 90 89 90 89 89 90 89 89 89 89 89 90 90 89 90 89 1.85 -0.68 -0.14 0.70 0.56 -1.40 29.33 53.81 1.02 -5.36 0.70 }
{1312 56219 89 90 89 89 89 89 89 90 90 89 90 89 89 90 89 89 89 89 89 90 90 89 90 89 1.94 -0.54 -0.96 0.73 0.59 -1.40 29.28 54.36 1.02 -5.36 0.77 }
{1316 56374 89 90 89 90 90 90 90 90 90 89 90 89 89 90 89 90 90 90 90 90 90 89 90 89 1.88 -0.65 -0.69 0.74 0.62 -1.40 29.33 53.92 1.03 -5.36 0.88 }
{1320 56526 89 90 89 90 90 90 90 90 90 89 90 89 89 90 89 90 90 90 90 90 90 89 90 89 1.76 -0.86 -0.29 0.74 0.60 -1.40 29.28 53.94 1.03 -5.34 0.99 }
{1324 56680 89 90 89 90 90 90 90 90 90 89 90 89 89 90 89 90 90 90 90 90 90 89 90 89 1.84 -0.54 -0.75 0.78 0.64 -1.41 29.28 54.36 1.03 -5.32 1.05 }
{1328 56836 90 90 90 90 90 89 89 90 89 90 90 90 90 90 90 90 90 89 89 90 89 90 90 90 1.78 -0.64 -0.96 0.74 0.57 -1.44 29.38 54.37 1.02 -5.33 1.11 }
{1332 56988 90 90 90 90 90 89 89 90 89 90 90 90 90 90 90 90 90 89 89 90 89 90 90 90 1.78 -0.86 -0.53 0.70 0.60 -1.29 29.33 54.37 1.03 -5.31 1.22 }
{1336 57144 90 89 89 90 89 90 90 89 90 90 89 89 90 89 89 90 89 90 90 89 90 90 89 89 2.51 -0.07 0.17 0.68 0.57 -1.37 29.33 54.37 0.99 -5.30 1.29 }
{1340 57295 90 89 89 90 89 90 90 89 90 90 89 89 90 89 89 90 89 90 90 89 90 90 89 89 1.64 -0.76 -0.90 0.65 0.60 -1.41 29.33 53.90 1.00 -5.33 1.34 }
{1344 57451 90 90 90 90 90 89 90 89 89 89 89 89 90 90 90 90 90 89 90 89 89 89 89 89 1.94 -0.88 -0.69 0.80 0.65 -1.36 29.33 54.07 1.00 -5.30 1.41 }
{1348 57603 90 90 90 90 90 89 90 89 89 89 89 89 90 90 90 90 90 89 90 89 89 89 89 89 1.82 -0.56 -0.58 0.71 0.66 -1.39 29.19 53.90 1.01 -5.30 1.55 }
{1352 57757 90 90 90 90 90 89 90 89 89 89 89 89 90 90 90 90 90 89 90 89 89 89 89 89 1.71 -0.51 -0.75 0.75 0.58 -1.42 29.33 53.92 1.03 -5.27 1.64 }
{1356 57912 90 90 90 90 90 89 90 89 89 90 90 90 90 90 90 90 90 89 90 89 89 90 90 90 1.97 -0.82 -0.79 0.80 0.60 -1.37 29.38 54.32 1.04 -5.28 1.69 }
{1360 58064 90 90 90 90 90 89 90 89 89 90 90 90 90 90 90 90 90 89 90 89 89 90 90 90 1.96 -0.54 -0.63 0.71 0.58 -1.39 29.38 54.30 1.05 -5.28 1.79 }
{1364 58219 90 90 90 90 90 89 90 89 89 90 90 90 90 90 90 90 90 89 90 89 89 90 90 90 1.32 -0.88 -0.73 0.74 0.64 -1.32 29.33 53.92 1.04 -5.28 1.90 }
{1368 58374 90 89 90 90 90 89 90 89 90 90 90 89 89 89 89 89 89 90 90 89 90 89 89 89 1.81 -0.79 -0.88 0.72 0.61 -1.34 29.38 54.07 1.06 -5.27 1.98 }
{1372 58528 90 89 89 90 90 89 90 89 90 90 90 89 90 89 89 90 90 89 90 89 90 90 90 89 1.88 -0.64 -0.82 0.69 0.56 -1.44 29.28 53.85 1.06 -5.26 2.06 }
{1376 58681 90 89 89 90 90 89 90 89 90 90 90 89 90 89 89 90 90 89 90 89 90 90 90 89 1.90 -0.68 -0.55 0.77 0.58 -1.33 29.38 54.37 1.08 -5.25 2.20 }
{1380 58835 90 89 90 90 89 90 90 90 90 89 89 90 90 89 90 90 89 90 90 90 90 89 89 90 2.00 -0.71 -0.21 0.76 0.60 -1.31 29.33 54.37 1.04 -5.26 2.29 }
{1384 58988 90 89 90 90 89 90 90 90 90 89 89 90 90 89 89 90 89 89 89 90 90 89 89 89 1.88 -0.59 -0.69 0.68 0.60 -1.37 29.28 53.67 1.05 -5.26 2.33 }
{1388 59142 90 89 89 90 89 89 89 90 90 89 89 89 90 89 89 90 89 89 89 90 90 89 89 89 1.82 -0.57 -0.63 0.78 0.60 -1.41 29.24 54.37 1.04 -5.28 2.41 }
{1392 59297 90 90 89 89 90 89 90 89 90 90 90 89 90 90 89 89 90 89 90 89 90 90 90 89 1.90 -0.86 -0.41 0.76 0.61 -1.39 29.28 53.92 1.04 -5.28 2.53 }
{1396 59450 90 90 89 89 90 89 90 89 90 90 90 89 90 90 89 89 90 89 90 89 90 90 90 89 1.68 -0.68 -0.32 0.76 0.58 -1.45 29.28 54.54 1.03 -5.30 2.59 }
{1400 59606 90 89 89 90 89 89 89 90 90 89 89 90 90 89 89 90 89 89 89 90 90 89 89 90 1.96 -0.47 -0.87 0.72 0.60 -1.30 29.28 54.36 1.04 -5.32 2.65 }
{1404 59758 90 89 89 90 89 89 89 90 90 89 89 90 90 89 89 90 89 89 89 90 90 89 89 90 1.78 -0.57 -0.61 0.67 0.63 -1.42 29.24 53.92 1.05 -5.36 2.75 }
{1408 59912 90 89 89 90 89 89 89 90 90 89 89 90 90 89 89 90 89 89 89 90 90 89 89 90 1.70 -0.71 -0.26 0.83 0.68 -1.37 29.28 54.59 1.06 -5.35 2.86 }
{1412 60067 89 89 89 90 90 90 90 89 90 89 90 89 89 89 89 90 90 90 90 89 90 89 90 89 2.14 -0.80 -0.15 0.85 0.69 -1.42 29.24 53.94 1.07 -5.35 2.88 }
{1416 60220 89 89 89 90 90 90 90 89 90 89 90 89 89 89 89 90 90 90 90 89 90 89 90 89 1.70 -0.36 -0.95 0.76 0.54 -1.43 29.38 53.92 1.08 -5.34 2.96 }
{1420 60374 89 89 89 90 90 90 90 89 90 89 90 89 89 89 89 90 90 90 90 89 90 89 90 89 2.00 -0.57 -0.53 0.76 0.63 -1.36 29.38 55.04 1.07 -5.31 3.10 }
{1424 60529 90 89 89 90 90 90 89 89 89 90 90 90 90 89 89 90 90 90 89 89 89 90 90 90 1.87 -0.71 -0.47 0.73 0.64 -1.31 29.28 53.92 1.07 -5.29 3.21 }
{1428 60682 90 89 89 90 90 90 89 89 89 90 90 90 90 89 89 90 90 90 89 89 89 90 90 90 1.76 -0.61 -0.79 0.81 0.62 -1.39 29.33 54.21 1.09 -5.28 3.28 }
{1432 60835 90 89 89 90 90 90 89 89 89 90 90 90 90 90 89 89 90 90 89 89 89 89 90 90 2.00 -0.93 -0.78 0.79 0.59 -1.38 29.24 54.52 1.07 -5.29 3.37 }
{1436 60989 90 90 89 89 90 90 89 89 89 89 90 90 90 90 89 89 90 90 89 89 89 89 90 90 1.73 -0.39 -0.61 0.77 0.64 -1.50 29.33 53.92 1.08 -5.31 3.51 }
{1440 61144 90 90 89 89 90 90 89 89 89 89 90 90 90 90 89 89 90 90 89 89 89 89 90 90 1.76 -0.57 -0.47 0.78 0.55 -1.30 29.28 54.36 1.06 -5.32 3.56 }
{1444 61298 90 90 89 89 90 90 90 90 90 90 90 90 90 90 89 89 90 90 90 90 90 90 90 90 1.78 -0.76 -0.78 0.80 0.60 -1.34 29.28 53.40 1.05 -5.32 3.63 }
{1448 61451 90 90 89 89 90 90 90 90 90 90 90 90 90 90 89 89 90 90 90 90 90 90 90 90 1.90 -0.64 -0.37 0.82 0.62 -1.36 29.38 54.52 1.04 -5.31 3.71 }
{1452 61604 90 90 89 89 90 90 90 90 90 90 90 90 90 90 89 89 90 90 90 90 90 90 90 90 1.76 -0.48 -0.35 0.71 0.61 -1.34 29.28 53.92 1.03 -5.33 3.79 }
{1456 61760 90 90 89 90 89 90 90 90 89 89 90 90 90 90 89 90 89 90 90 90 89 89 90 90 1.30 -0.79 -0.95 0.76 0.59 -1.31 29.28 54.12 1.04 -5.34 3.87 }
{1460 61913 90 90 89 90 89 90 90 90 89 89 90 90 90 90 89 90 89 90 90 90 89 89 90 90 1.88 -0.67 -1.11 0.81 0.59 -1.41 29.28 55.04 1.02 -5.33 3.93 }
{1464 62066 90 90 89 90 89 90 90 90 89 89 90 90 90 90 89 90 89 90 90 90 89 89 90 90 1.81 -0.76 -0.88 0.78 0.56 -1.39 29.33 54.37 1.03 -5.36 4.11 }
{1468 62222 89 90 89 89 89 90 89 89 89 89 89 89 89 90 89 89 89 90 89 89 89 89 89 89 1.91 -0.59 -0.43 0.74 0.58 -1.40 29.24 54.34 1.03 -5.35 4.20 }
{1472 62374 89 90 89 89 89 90 89 89 89 89 89 89 89 90 89 89 89 90 89 89 89 89 89 89 1.91 -0.47 -0.90 0.80 0.59 -1.45 29.33 54.07 1.04 -5.36 4.27 }
{1476 62528 89 90 89 89 89 90 89 89 89 89 89 89 89 90 89 89 89 90 89 89 89 89 89 89 1.96 -0.56 -0.59 0.73 0.60 -1.48 29.24 54.37 1.05 -5.36 4.35 }
{1480 62684 89 90 90 90 90 90 90 89 90 90 90 90 89 90 90 90 90 90 90 89 90 90 90 90 2.17 -0.10 0.69 0.79 0.54 -1.43 29.24 53.90 1.07 -5.35 4.51 }
{1484 62835 89 90 90 90 90 90 90 89 90 90 90 90 89 90 90 90 90 90 90 89 90 90 90 90 1.73 -0.73 -0.32 0.74 0.66 -1.31 29.28 54.52 1.07 -5.36 4.62 }
{1488 62989 89 90 90 90 90 90 90 89 90 90 90 90 89 90 90 90 90 90 90 89 90 90 90 90 1.87 -0.73 -0.84 0.78 0.53 -1.38 29.33 53.92 1.06 -5.35 4.70 }
{1492 63144 89 90 89 90 89 90 89 89 90 89 90 90 89 90 89 90 89 90 89 89 90 89 90 90 1.55 -0.74 -1.10 0.73 0.56 -1.34 29.28 53.90 1.06 -5.35 4.83 }
{1496 63299 89 90 90 89 89 89 90 90 90 90 89 90 89 90 90 89 89 89 90 90 90 90 89 90 1.79 -0.97 -0.03 0.65 0.61 -1.26 29.33 54.36 1.05 -5.35 4.94 }
{1500 63451 89 90 90 89 89 89 90 90 90 90 89 90 89 90 90 89 89 89 90 90 90 90 89 90 1.88 -0.57 -0.37 0.79 0.62 -1.39 29.38 54.37 1.06 -5.35 5.01 }
{1504 63606 89 90 90 90 90 89 90 90 89 89 90 90 89 90 90 90 90 89 90 90 89 89 90 90 1.76 -0.51 -0.73 0.73 0.60 -1.47 29.24 54.36 1.06 -5.38 5.09 }
{1508 63759 89 90 90 90 90 89 90 90 89 89 90 90 89 90 90 90 90 89 90 90 89 89 90 90 1.93 -0.71 -0.40 0.84 0.60 -1.29 29.38 53.92 1.05 -5.37 5.17 }
{1512 63912 89 90 90 90 90 89 90 90 89 89 90 90 89 90 90 90 90 89 90 90 89 89 90 90 1.76 -0.68 -0.38 0.76 0.63 -1.31 29.28 54.43 1.05 -5.37 5.27 }
{1516 64068 89 90 89 90 89 89 90 90 90 90 89 90 89 90 89 90 89 89 90 90 90 90 89 90 2.03 -0.67 -0.84 0.75 0.56 -1.34 29.33 54.36 1.06 -5.36 5.33 }
{1520 64222 90 90 90 90 90 89 90 89 90 90 90 90 90 90 90 90 90 89 90 89 90 90 90 90 1.74 -0.54 -0.70 0.73 0.60 -1.36 29.28 54.37 1.06 -5.36 5.46 }
{1524 64374 90 90 90 90 90 89 90 89 90 90 90 90 90 90 90 90 90 89 90 89 90 90 90 90 1.94 -0.45 -0.21 0.76 0.64 -1.40 29.38 54.68 1.05 -5.35 5.59 }
{1528 64530 89 89 90 89 89 89 89 90 90 89 89 89 89 89 90 89 89 89 89 90 90 89 89 89 1.94 -0.91 -0.46 0.72 0.58 -1.36 29.28 53.85 1.03 -5.37 5.66 }
{1532 64683 89 89 90 89 89 89 89 90 90 89 89 89 89 89 90 89 89 89 89 90 90 89 89 89 1.82 -0.44 -0.95 0.78 0.60 -1.33 29.28 54.37 1.05 -5.39 5.72 }
{1536 64836 89 89 90 89 89 89 89 90 90 89 89 89 89 89 90 89 89 89 89 90 90 89 89 89 1.81 -0.65 -0.72 0.75 0.65 -1.39 29.28 54.52 1.04 -5.37 5.84 }
{1540 64992 89 90 89 90 90 90 90 90 89 89 90 89 89 90 89 90 90 90 90 90 89 89 90 89 1.91 -0.67 -0.49 0.76 0.61 -1.37 29.28 54.52 1.02 -5.37 5.95 }
{1544 65147 89 89 90 89 89 90 89 90 90 90 90 90 89 89 90 89 89 90 89 90 90 90 90 90 1.78 -0.50 -0.64 0.68 0.55 -1.36 29.33 54.36 1.01 -5.38 6.01 }
{1548 65298 89 89 90 89 89 90 89 90 90 90 90 90 89 89 90 89 89 90 89 90 90 90 90 90 1.85 -0.51 -0.87 0.75 0.61 -1.36 29.28 54.36 1.01 -5.38 6.08 }
{1552 65454 90 90 90 90 90 90 90 89 89 90 90 90 90 90 90 90 90 90 90 89 89 90 90 90 1.87 -0.41 -0.50 0.76 0.65 -1.42 29.24 54.59 1.00 -5.36 6.20 }
{1556 65607 90 89 90 89 89 89 89 89 90 90 89 90 90 89 90 89 89 89 89 89 90 90 89 90 1.84 -0.48 -0.44 0.77 0.53 -1.47 29.24 53.38 1.00 -5.36 6.30 }
{1560 65760 90 89 90 89 89 89 89 89 90 90 89 90 90 89 90 89 89 89 89 89 90 90 89 90 1.84 -0.39 -0.75 0.75 0.58 -1.48 29.33 54.36 0.99 -5.37 6.33 }
{1564 65915 90 89 89 90 89 90 89 90 89 90 90 89 90 89 89 90 89 90 89 90 89 90 90 89 1.87 -0.64 -0.44 0.76 0.60 -1.44 29.33 55.04 0.98 -5.36 6.42 }
{1568 66067 90 89 89 90 89 90 89 90 89 90 90 89 90 89 89 90 89 90 89 90 89 90 90 89 1.74 -0.47 -0.38 0.77 0.59 -1.44 29.28 54.36 0.97 -5.35 6.55 }
{1572 66223 89 89 89 89 90 89 90 89 89 89 90 89 89 89 89 89 90 89 90 89 89 89 90 89 1.67 -0.59 -0.40 0.76 0.60 -1.35 29.28 54.36 0.98 -5.35 6.63 }
{1576 66377 89 90 90 89 89 89 90 90 90 89 90 90 89 90 90 89 89 89 90 90 90 89 90 90 1.79 -0.65 -1.01 0.78 0.60 -1.40 29.33 54.07 0.98 -5.33 6.70 }
{1580 66530 89 90 90 89 89 89 90 90 90 89 90 90 89 90 90 89 89 89 90 90 90 89 90 90 1.85 -0.71 -0.69 0.72 0.69 -1.39 29.28 54.37 0.99 -5.33 6.83 }
{1584 66683 89 90 90 89 89 89 90 90 90 89 90 90 89 90 90 89 89 89 90 90 90 89 90 90 1.87 -0.65 -0.26 0.71 0.63 -1.44 29.33 54.36 0.99 -5.33 6.95 }
{1588 66839 90 90 90 90 89 90 89 89 90 90 90 89 90 90 90 90 89 90 89 89 90 90 90 89 2.02 -0.73 -1.25 0.71 0.62 -1.41 29.38 53.90 1.00 -5.31 7.00 }
{1592 66993 90 89 90 90 90 90 89 89 90 89 89 90 90 89 90 90 90 90 89 89 90 89 89 90 1.64 -0.62 -0.85 0.78 0.62 -1.39 29.38 54.07 1.00 -5.31 7.09 }
{1596 67145 90 89 90 90 90 90 89 89 90 89 89 90 90 89 90 90 90 90 89 89 90 89 89 90 1.81 -0.57 -0.52 0.74 0.66 -1.44 29.33 54.36 1.00 -5.31 7.20 }
{1600 67300 90 90 90 90 89 90 90 89 90 89 90 90 90 90 90 90 89 90 90 89 90 89 90 90 1.87 -0.57 -0.53 0.74 0.60 -1.41 29.28 54.07 1.00 -5.31 7.27 }
{1604 67452 90 90 90 90 89 90 90 89 90 89 90 90 90 90 90 90 89 90 90 89 90 89 90 90 1.88 -0.45 -0.63 0.74 0.66 -1.39 29.38 54.52 1.01 -5.33 7.33 }
{1608 67608 89 89 89 90 90 89 89 89 89 90 89 89 89 89 89 90 90 89 89 89 89 90 89 89 2.13 -0.80 -0.87 0.72 0.62 -1.25 29.24 53.90 1.07 -5.32 7.45 }
{1612 67761 89 89 89 90 90 89 89 89 89 90 89 89 89 89 89 90 90 89 89 89 89 90 89 89 1.65 -0.62 -0.70 0.70 0.66 -1.40 29.24 54.36 1.04 -5.33 7.51 }
{1616 67916 90 90 89 90 90 89 89 90 90 90 90 89 90 90 89 90 90 89 89 90 90 90 90 89 1.79 -0.71 -0.66 0.84 0.54 -1.20 29.28 55.06 1.03 -5.35 7.59 }
{1620 68069 90 90 89 90 90 89 89 90 90 90 90 89 90 90 89 90 90 89 89 90 90 90 90 89 1.90 -0.62 -1.04 0.80 0.60 -1.41 29.28 53.92 1.03 -5.36 7.67 }
{1624 68224 90 89 90 90 89 90 90 90 90 90 90 89 90 89 90 90 89 90 90 90 90 90 90 89 1.81 -0.67 -0.61 0.68 0.57 -1.42 29.33 53.69 1.04 -5.35 7.80 }
{1628 68378 89 89 89 89 90 89 89 90 90 90 90 90 89 89 89 89 90 89 89 90 90 90 90 90 2.17 -0.21 0.18 0.87 0.72 -1.46 29.28 53.99 1.04 -5.37 7.93 }
{1632 68531 89 89 89 90 89 89 89 90 89 90 89 89 89 89 89 90 89 89 89 90 89 90 89 89 2.08 -0.48 0.03 0.75 0.59 -1.34 29.19 54.36 1.04 -5.39 7.91 }
{1636 68682 89 89 89 90 89 89 89 90 89 90 89 89 89 89 89 90 89 89 89 90 89 90 89 89 1.85 -0.50 -0.81 0.71 0.56 -1.33 29.28 53.92 1.05 -5.38 7.98 }
{1640 68837 89 89 90 90 90 89 89 90 89 90 90 89 89 89 90 90 90 89 89 90 89 90 90 89 1.90 -0.79 -0.66 0.73 0.55 -1.34 29.33 54.05 1.06 -5.39 8.12 }
{1644 68989 89 89 90 90 90 89 89 90 89 90 90 89 89 89 90 90 90 89 89 90 89 90 90 89 1.93 -0.79 -0.43 0.76 0.64 -1.34 29.28 54.36 1.06 -5.39 8.21 }
{1648 69145 90 89 89 90 89 89 90 90 89 90 90 89 90 89 89 90 89 89 90 90 89 90 90 89 1.76 -0.54 -0.95 0.77 0.60 -1.36 29.28 54.52 1.07 -5.38 8.27 }
{1652 69300 90 90 89 90 89 90 89 89 89 89 89 90 90 90 89 90 89 90 89 89 89 89 89 90 1.93 -0.54 -0.63 0.79 0.63 -1.38 29.24 53.90 1.07 -5.38 8.37 }
{1656 69453 90 89 90 90 89 90 89 90 90 90 89 89 90 89 90 90 89 90 89 90 90 90 89 89 1.88 -0.47 -0.40 0.77 0.59 -1.40 29.28 54.01 1.08 -5.38 8.49 }
{1660 69608 89 90 90 89 90 89 90 89 89 89 90 90 89 90 90 89 90 89 90 89 89 89 90 90 1.64 -0.83 -1.07 0.72 0.59 -1.40 29.24 54.36 1.06 -5.35 8.55 }
{1664 69760 89 90 90 89 90 89 90 89 89 89 90 90 89 90 90 89 90 89 90 89 89 89 90 90 1.93 -0.70 -0.85 0.77 0.58 -1.34 29.38 54.36 1.06 -5.35 8.62 }
{1668 69915 90 89 90 89 89 90 90 89 89 90 90 89 90 89 90 89 89 90 90 89 89 90 90 89 1.79 -0.86 -0.75 0.68 0.60 -1.41 29.28 54.59 1.05 -5.34 8.75 }
{1672 70068 90 89 90 89 89 90 90 89 89 90 90 89 90 89 90 89 89 90 90 89 89 90 90 89 1.87 -0.56 -0.38 0.75 0.61 -1.40 29.33 53.90 1.05 -5.35 8.88 }
{1676 70221 90 89 90 89 89 90 90 89 89 90 90 89 90 89 90 89 89 90 90 89 89 90 90 89 1.85 -0.35 -0.61 0.77 0.60 -1.34 29.28 54.36 1.04 -5.34 8.92 }
{1680 70377 89 90 90 90 89 89 89 89 90 89 90 90 89 90 90 90 89 89 89 89 90 89 90 90 1.79 -0.68 -0.93 0.71 0.63 -1.45 29.24 54.10 1.07 -5.35 9.00 }
{1684 70530 89 90 90 90 89 89 89 89 90 89 90 90 89 90 90 90 89 89 89 89 90 89 90 90 1.85 -0.85 -0.14 0.79 0.61 -1.37 29.28 53.83 1.08 -5.36 9.11 }
{1688 70684 90 89 89 89 89 90 89 90 89 89 90 90 90 89 89 89 89 90 89 90 89 89 90 90 1.88 -0.56 -0.30 0.76 0.59 -1.40 29.38 53.83 1.08 -5.36 9.18 }
{1692 70839 89 89 90 89 90 90 89 89 90 89 89 90 89 89 90 89 90 90 89 89 90 89 89 90 1.76 -0.70 -0.88 0.73 0.61 -1.45 29.38 54.52 1.07 -5.37 9.23 }
{1696 70991 89 89 90 89 90 90 89 89 90 89 89 90 89 89 90 89 90 90 89 89 90 89 89 90 1.96 -0.64 -1.02 0.72 0.58 -1.28 29.24 53.92 1.08 -5.38 9.37 }
{1700 71148 89 90 89 90 90 89 90 89 90 89 90 90 89 90 89 90 90 89 90 89 90 89 90 90 1.88 -0.42 -0.50 0.88 0.58 -1.42 29.28 53.90 1.09 -5.37 9.48 }
{1704 71299 89 90 89 90 90 89 90 89 90 89 90 90 89 90 89 90 90 89 90 89 90 89 90 90 1.93 -0.74 -0.63 0.82 0.60 -1.34 29.24 54.07 1.08 -5.36 9.51 }
{1708 71452 89 90 89 90 90 89 90 89 90 89 90 90 89 90 89 90 90 89 90 89 90 89 90 90 1.82 -0.82 -0.96 0.71 0.59 -1.29 29.33 53.94 1.08 -5.35 9.58 }
{1712 71607 89 90 89 90 90 89 90 89 90 89 90 90 90 89 90 89 90 90 89 89 90 90 89 90 1.93 -0.73 -0.66 0.76 0.63 -1.45 29.28 54.36 1.09 -5.36 9.71 }
{1716 71760 90 89 90 89 90 90 89 89 90 90 89 90 90 89 90 89 90 90 89 89 90 90 89 90 1.93 -0.48 -0.40 0.75 0.69 -1.37 29.19 53.90 1.08 -5.38 9.81 }
{1720 71916 90 89 89 89 90 89 89 90 89 90 90 90 90 89 89 89 90 89 89 90 89 90 90 90 1.79 -0.61 -0.47 0.76 0.59 -1.39 29.33 54.59 1.09 -5.36 9.87 }
{1724 72070 90 89 89 90 89 89 90 90 90 89 89 90 89 89 89 89 89 90 90 89 89 90 90 90 1.99 -0.62 -1.39 0.70 0.59 -1.36 29.19 53.92 1.10 -5.36 10.02 }
{1728 72223 89 89 89 89 89 90 90 89 89 90 90 90 89 89 89 89 89 90 90 89 89 90 90 90 1.65 -0.82 -0.41 0.80 0.60 -1.29 29.42 54.37 1.09 -5.35 10.18 }
{1732 72378 89 89 89 89 89 90 90 89 89 90 90 90 89 89 89 89 89 90 90 89 89 90 90 90 1.85 -0.65 -0.59 0.72 0.61 -1.39 29.28 54.52 1.09 -5.34 10.29 }
{1736 72535 90 90 90 90 90 89 90 89 89 90 90 89 90 90 90 90 90 89 90 89 89 90 90 89 1.78 -0.64 -0.79 0.75 0.62 -1.47 29.28 54.54 1.09 -5.36 10.35 }
{1740 72688 90 90 90 90 90 89 90 89 89 90 90 89 90 90 90 90 90 89 90 89 89 90 90 89 1.87 -0.57 -0.78 0.78 0.63 -1.34 29.33 54.37 1.09 -5.38 10.45 }
{1744 72845 89 89 90 89 89 89 89 90 89 89 89 90 89 89 90 89 89 89 89 90 89 89 89 90 2.02 -0.70 -0.30 0.76 0.56 -1.20 29.33 53.92 1.07 -5.38 10.57 }
{1748 72998 89 89 90 89 89 89 89 90 89 89 89 90 89 89 90 89 89 89 89 90 89 89 89 90 1.87 -0.61 -0.76 0.80 0.62 -1.28 29.33 54.50 1.08 -5.38 10.63 }
{1752 73154 89 89 90 90 89 89 89 90 90 89 89 89 89 89 90 90 89 89 89 90 90 89 89 89 1.96 -0.73 -0.72 0.77 0.56 -1.36 29.33 53.98 1.06 -5.37 10.69 }
{1756 73308 89 89 90 90 89 89 89 90 90 89 89 89 89 89 90 90 89 89 89 90 90 89 89 89 1.76 -0.53 -0.66 0.78 0.62 -1.34 29.38 53.90 1.06 -5.36 10.78 }
{1760 73463 89 89 90 90 89 89 89 90 90 89 89 89 89 89 90 90 89 89 89 90 90 89 89 89 1.88 -0.50 -0.37 0.71 0.58 -1.35 29.38 54.37 1.06 -5.37 10.89 }
{1764 73621 90 89 89 89 90 89 89 89 90 90 89 89 90 89 89 89 90 89 89 89 90 90 89 89 1.79 -0.62 -0.67 0.74 0.59 -1.39 29.33 53.92 1.06 -5.39 10.95 }
{1768 73775 90 90 90 90 89 89 90 90 89 90 90 90 90 90 90 90 89 89 90 90 89 90 90 90 1.97 -0.71 -0.96 0.75 0.58 -1.31 29.19 53.56 1.06 -5.38 11.02 }
{1772 73928 90 90 90 90 89 89 90 90 89 90 90 90 90 90 90 90 89 89 90 90 89 90 90 90 2.20 -0.77 -0.20 0.69 0.56 -1.37 29.24 54.36 1.10 -5.37 11.13 }
{1776 74083 90 90 90 90 89 89 90 90 89 90 90 90 90 90 90 90 89 89 90 90 89 90 90 90 1.85 -0.74 -0.55 0.75 0.63 -1.42 29.28 54.37 1.10 -5.37 11.23 }
{1780 74240 90 89 89 90 89 90 89 90 90 89 90 90 90 89 89 90 89 90 89 90 90 89 90 90 1.94 -0.73 -0.84 0.73 0.64 -1.34 29.33 54.07 1.09 -5.36 11.27 }
{1784 74393 90 89 89 90 89 90 89 90 90 89 90 90 90 89 89 90 89 90 89 90 90 89 90 90 1.70 -0.61 -0.95 0.70 0.62 -1.38 29.38 53.92 1.10 -5.34 11.37 }
{1788 74549 90 90 89 90 89 90 89 90 90 90 89 90 90 90 89 90 89 90 89 90 90 90 89 90 1.68 -0.64 -0.47 0.73 0.59 -1.34 29.28 54.27 1.09 -5.33 11.53 }
{1792 74702 90 90 89 90 89 90 89 90 90 90 89 90 90 90 89 90 89 90 89 90 90 90 89 90 1.76 -0.70 -0.21 0.76 0.63 -1.39 29.33 53.90 1.08 -5.33 11.63 }
{1796 74859 90 89 89 90 90 90 90 90 89 90 90 89 90 89 89 90 90 90 90 90 89 90 90 89 1.42 -0.56 -0.96 0.71 0.56 -1.46 29.38 54.07 1.09 -5.32 11.72 }
{1800 75015 89 90 90 89 89 89 89 89 89 90 90 90 89 90 90 89 89 89 89 89 89 90 90 90 2.34 -0.27 -0.40 0.83 0.61 -1.44 29.28 53.92 1.09 -5.32 11.78 }
