(Ângulo)={Ação Tomada}:Recompensa
(-90,-90)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-89)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-88)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-87)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-86)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-85)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-84)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-83)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-82)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-81)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-80)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-79)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-78)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-77)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-76)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-75)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-74)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-73)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-72)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-71)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-70)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-69)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-68)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-67)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-66)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-65)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-64)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-63)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-62)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-61)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-60)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-59)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-58)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-57)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-56)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-55)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-54)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-53)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-52)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-51)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-50)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-49)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-48)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-47)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-46)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-45)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-44)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-43)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-42)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-41)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-40)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-39)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
(-90,-38)={90,81,106,86,87,81,94,91,91,86,84,91}:0.00
