N T EM1 EM2 EM3 EM4 EM5 EM6 EM7 EM8 EM9 EM10 EM11 EM12 CM1 CM2 CM3 CM4 CM5 CM6 CM7 CM8 CM9 CM10 CM11 CM12 GyX GyY GyZ AcX AcY AcZ Tmp HCSR X Y Z
{2139 48040 98 70 99 61 78 105 81 64 101 84 119 99 98 70 99 61 78 105 81 64 101 84 119 99 6.07 -19.38 -4.72 0.10 1.33 -1.25 28.20 70.90 -69.59 -145.87 7.58 }
{2141 48079 65 70 69 61 78 105 81 64 101 84 119 99 65 70 69 61 68 105 81 64 101 84 88 99 4.00 -9.99 1.86 0.42 0.92 -1.52 28.20 70.39 -81.05 -148.06 7.73 }
{2143 48119 65 70 69 61 68 105 81 64 101 84 88 99 65 70 69 61 68 105 81 64 101 84 88 99 20.00 3.36 -3.02 2.59 3.16 -3.77 28.11 82.79 -77.69 -156.16 7.64 }
{2145 48159 65 70 69 61 68 105 81 64 101 84 88 99 65 70 69 61 68 105 81 64 101 84 88 99 -52.35 21.82 -45.79 -1.23 1.01 3.23 28.11 70.19 -84.42 -149.55 6.39 }
{2147 48198 65 70 69 61 68 105 81 64 101 84 88 99 65 70 69 61 68 105 81 64 101 84 88 99 39.88 16.42 -33.51 -0.19 2.81 -3.67 28.25 69.62 -80.18 -143.48 5.18 }
{2149 48236 65 70 69 61 68 105 81 64 101 84 88 99 65 70 69 61 68 105 81 64 101 84 88 99 -10.64 -5.93 -3.62 0.05 0.61 -2.83 28.20 68.37 -84.71 -138.19 4.98 }
{2151 48275 65 70 69 61 68 105 81 64 101 84 88 99 65 70 69 61 68 105 78 64 101 84 88 99 13.87 -0.51 -10.58 0.08 0.72 -0.45 28.11 68.19 -95.07 -140.16 4.61 }
{2153 48314 65 70 69 61 68 105 78 64 101 84 88 99 62 70 68 61 68 105 78 64 101 84 88 99 -2.04 3.27 -3.14 0.43 1.02 -0.97 28.11 68.64 -98.65 -149.07 4.46 }
{2155 48353 62 70 68 61 68 105 78 64 101 84 88 99 62 70 68 61 68 105 78 64 78 84 88 99 3.48 -1.17 -8.76 0.16 1.89 -2.30 28.11 68.17 -94.68 -150.48 4.26 }
{2157 48393 62 70 68 61 68 105 78 64 78 84 88 99 62 70 68 61 68 105 78 64 78 84 88 99 -6.19 -6.82 0.40 0.09 1.81 -1.68 28.20 68.19 -91.11 -152.15 4.23 }
{2159 48432 116 70 68 61 68 105 78 69 63 84 88 99 116 70 68 61 68 105 78 69 63 84 88 99 129.59 -40.35 -30.52 1.40 1.18 1.45 28.20 68.66 -98.18 -162.69 3.66 }
{2161 48470 116 70 68 61 68 105 78 69 63 84 88 99 116 70 68 95 68 105 78 69 63 84 88 99 29.45 -5.11 33.56 -2.36 1.03 0.39 28.15 69.22 -101.42 -164.11 4.61 }
{2163 48509 116 70 103 95 68 105 78 69 63 84 88 99 116 70 103 95 68 105 78 69 63 84 88 99 24.49 4.46 54.72 -0.62 -1.35 0.59 28.15 69.14 -103.30 -165.77 5.62 }
{2165 48547 116 70 103 95 68 105 78 69 63 84 88 99 116 70 103 95 68 105 78 67 63 84 88 99 27.61 -39.93 78.72 -2.41 -1.07 -4.65 28.20 79.41 -111.87 -161.32 7.97 }
{2167 48587 116 70 103 95 68 105 78 67 63 84 88 99 110 70 103 95 68 105 78 67 63 84 88 99 25.78 -40.04 50.43 -0.23 0.91 1.25 28.25 82.61 -112.94 -157.39 9.92 }
{2169 48628 110 70 103 95 68 105 78 67 63 84 88 99 110 70 103 95 68 72 78 67 63 84 88 99 -4.79 -0.33 0.41 -0.47 1.33 -0.91 28.25 80.28 -108.45 -151.85 10.01 }
{2171 48668 110 70 103 95 68 72 78 67 63 84 88 99 110 70 103 95 68 72 78 67 63 84 88 99 -3.39 2.94 9.30 0.14 1.05 -1.57 28.06 82.18 -118.66 -146.05 10.38 }
{2173 48710 110 70 72 95 68 72 78 67 62 84 88 99 110 70 72 95 68 72 78 67 62 84 88 99 -65.51 -17.51 17.59 -1.74 0.75 -3.33 28.15 83.81 -130.54 -141.35 11.15 }
{2175 48749 110 70 72 95 68 72 78 67 62 84 88 99 110 70 72 95 68 72 78 64 62 84 88 99 -43.11 3.67 25.05 0.20 1.17 -0.91 28.15 82.36 -133.96 -136.30 12.18 }
{2177 48791 110 70 72 95 68 72 78 64 62 84 88 107 110 70 72 95 68 72 78 64 62 84 88 107 -119.92 87.87 20.29 -0.97 1.20 0.44 28.15 81.62 -140.41 -128.77 13.14 }
{2179 48831 110 70 72 95 68 72 78 64 62 84 88 107 110 70 72 95 68 72 78 64 62 84 88 107 -53.83 53.44 23.76 -0.46 0.42 0.36 28.20 81.31 -151.36 -121.49 14.35 }
{2181 48870 110 70 72 95 68 72 78 64 62 84 88 107 110 79 72 95 68 72 78 64 88 84 77 107 28.42 -3.78 14.64 -0.06 3.11 -0.28 28.25 81.31 -145.24 -124.27 15.05 }
{2183 48911 110 79 72 95 68 72 78 64 88 84 77 107 110 79 72 95 68 72 78 64 88 84 77 107 2.72 -1.70 2.23 0.86 4.25 -2.68 28.15 81.76 -139.80 -134.10 15.19 }
{2185 48951 110 79 72 95 68 72 78 64 88 84 77 107 110 79 72 95 68 72 78 64 88 84 77 107 -13.63 2.37 7.45 0.53 1.02 1.80 28.11 81.87 -143.00 -142.48 15.49 }
{2187 48992 110 79 72 95 68 72 78 64 88 84 104 107 110 79 72 95 68 72 78 64 88 84 104 107 3.41 -6.79 -3.74 -1.56 3.57 -3.75 28.15 80.80 -137.13 -145.23 15.18 }
{2189 49034 110 79 72 100 68 72 78 64 88 119 104 107 110 79 72 100 68 72 78 64 88 119 104 107 -7.20 9.90 2.21 -0.46 1.62 -2.38 28.20 80.69 -132.19 -146.62 15.48 }
{2191 49073 110 79 72 100 68 72 78 64 88 119 104 107 110 79 72 100 86 72 78 64 88 119 104 107 -43.80 -113.28 8.76 -2.30 5.11 2.14 28.11 81.62 -128.74 -143.96 15.94 }
{2193 49114 110 79 72 100 86 72 78 64 88 119 104 107 110 79 72 100 86 72 78 64 88 119 104 107 37.23 66.91 23.13 3.16 3.82 0.18 28.15 81.53 -134.05 -146.43 16.54 }
{2195 49154 110 79 72 100 86 72 78 64 88 119 104 107 110 79 72 100 86 72 78 64 88 119 104 107 -19.89 -32.64 9.92 1.28 4.57 -0.96 28.34 82.30 -136.99 -155.69 17.51 }
{2197 49193 110 79 72 100 86 72 78 64 88 119 104 107 67 79 61 100 86 72 78 64 88 119 104 107 7.15 2.95 -16.70 -0.27 3.94 -0.83 28.11 81.27 -131.98 -149.72 17.15 }
{2199 49235 67 79 89 100 86 60 78 64 88 119 104 80 67 79 89 100 86 60 78 64 88 119 104 80 -3.72 -3.87 -31.92 0.27 3.66 -0.90 28.15 81.34 -127.38 -158.24 16.09 }
{2201 49276 105 79 89 100 86 60 78 64 88 119 104 80 74 105 98 100 86 60 78 64 90 119 104 80 -18.65 -43.63 -71.33 -1.95 1.30 -4.51 28.11 80.71 -130.70 -153.95 13.68 }
{2203 49319 74 105 98 100 86 60 68 64 90 119 78 80 74 105 98 100 86 60 68 64 90 119 78 80 -26.52 -54.61 -51.48 -1.62 3.82 0.19 28.20 75.59 -127.03 -158.46 11.01 }
{2205 49359 74 105 98 100 86 60 68 64 106 119 78 82 74 105 98 100 86 60 68 64 106 119 78 82 3.79 2.13 -22.09 -1.56 2.90 0.54 28.11 72.06 -123.24 -153.05 10.23 }
{2207 49398 74 105 98 100 86 60 68 64 106 119 78 82 74 105 98 100 86 60 68 64 106 119 78 82 -14.99 38.66 15.53 -1.29 3.38 -2.36 28.20 71.59 -119.44 -146.50 10.57 }
{2209 49438 74 105 98 100 86 60 68 64 106 119 78 79 74 105 98 100 86 60 68 64 106 119 78 79 -19.95 -0.12 -4.78 -1.28 3.70 -1.04 28.29 72.60 -115.90 -141.38 10.59 }
{2211 49478 74 105 98 100 86 60 68 110 68 119 107 79 74 105 98 100 86 60 68 110 68 119 107 79 3.30 0.19 -1.88 -1.73 3.73 -1.17 28.15 71.73 -111.94 -136.55 10.56 }
{2213 49517 74 105 98 100 79 82 68 110 68 119 107 79 104 105 98 100 79 82 68 110 68 119 107 79 40.83 -44.85 -2.05 -1.63 4.30 -1.68 28.20 72.11 -107.44 -133.36 10.35 }
{2215 49557 104 105 98 100 79 82 68 110 68 119 107 79 104 105 72 68 79 82 68 110 68 119 107 79 136.43 50.34 -19.16 -0.37 3.07 -0.58 28.34 80.58 -98.97 -127.82 9.73 }
{2217 49598 104 105 72 68 79 82 68 110 68 119 107 79 104 105 72 68 79 82 68 110 68 119 107 79 -7.39 34.46 1.36 1.92 2.20 -4.99 28.25 82.41 -94.19 -129.39 10.08 }
{2219 49639 104 105 72 68 79 82 68 110 68 119 107 79 104 105 72 68 79 82 68 110 68 119 107 79 -16.70 39.73 -28.59 0.37 1.07 -0.74 28.15 81.56 -99.54 -123.50 8.40 }
{2221 49678 104 105 72 68 79 82 68 110 68 119 107 79 104 105 72 68 60 82 68 110 68 119 107 79 -3.86 10.57 -15.39 -1.53 1.77 -1.98 28.15 70.70 -95.83 -118.95 7.49 }
{2223 49717 104 105 72 68 60 82 68 110 68 119 107 79 104 105 72 68 60 82 68 110 68 119 107 79 19.90 3.84 -15.22 -1.49 3.86 0.62 28.25 71.91 -92.25 -115.02 7.05 }
{2225 49757 104 105 72 108 60 82 68 110 68 119 107 79 104 105 72 108 60 82 68 110 68 119 107 79 12.77 4.31 25.31 -0.61 0.71 -2.50 28.11 70.54 -95.42 -110.82 8.02 }
{2227 49798 104 105 72 108 60 82 68 110 68 100 107 104 104 105 72 108 60 82 68 110 68 100 107 104 12.36 -5.67 65.66 -1.88 1.58 -1.21 28.20 80.84 -98.76 -114.29 10.19 }
{2229 49839 104 98 72 108 60 82 68 110 68 100 107 104 104 98 72 108 60 82 68 110 68 100 107 104 -60.45 13.07 107.42 -10.59 4.14 3.90 28.15 81.60 -100.71 -113.63 13.69 }
{2231 49880 104 106 72 108 60 82 68 110 68 100 107 104 104 106 72 108 60 82 68 110 68 100 107 104 43.81 20.69 110.57 0.41 2.97 -2.29 28.20 81.15 -96.82 -108.52 17.63 }
{2233 49920 104 106 72 108 60 82 68 110 68 100 107 104 104 106 72 108 101 82 68 110 68 100 107 104 -11.80 1.41 34.08 1.79 4.16 -1.95 28.15 80.82 -93.76 -118.41 19.61 }
{2235 49960 104 106 72 108 101 82 68 110 68 100 107 104 104 106 72 108 101 82 68 110 68 100 107 104 -22.13 -14.24 -15.88 -0.08 1.73 -1.51 28.15 80.67 -98.28 -121.49 19.21 }
{2237 50001 104 106 72 108 101 82 110 110 68 100 107 104 104 106 72 108 101 82 110 110 68 100 107 104 65.56 10.65 -19.94 0.89 3.57 2.09 28.11 80.24 -93.87 -116.78 18.31 }
{2239 50042 104 106 72 64 101 82 110 110 68 99 107 104 104 106 72 64 101 82 110 110 68 99 107 104 28.45 13.39 25.10 -0.87 5.43 -6.04 28.15 80.89 -88.78 -112.90 19.29 }
{2241 50083 74 106 72 89 101 82 110 110 68 99 107 104 74 106 72 89 101 82 110 110 68 99 107 104 -69.26 30.23 -0.56 3.46 3.56 -0.12 28.15 81.07 -87.78 -121.55 19.76 }
{2243 50124 74 75 72 89 101 82 110 110 68 99 107 104 74 75 72 89 101 82 110 110 68 99 107 104 -0.42 3.62 -88.82 -0.11 1.07 -1.90 28.20 80.35 -91.82 -123.14 16.71 }
{2245 50164 74 75 72 89 101 82 110 110 68 99 107 104 74 75 72 89 101 82 110 110 68 99 107 104 11.27 5.52 -39.17 0.85 3.59 0.36 28.11 80.64 -88.16 -126.10 16.13 }
{2247 50204 74 75 72 89 101 82 110 110 68 99 107 104 74 75 66 89 117 82 110 97 72 99 107 104 8.86 0.65 -31.10 -0.02 3.44 -1.40 28.20 80.28 -84.90 -128.62 14.78 }
{2249 50246 74 75 66 89 117 82 110 97 94 99 107 104 74 75 66 89 117 82 110 97 94 99 107 104 13.07 -21.93 -24.85 -0.56 2.35 -1.17 28.15 80.42 -81.50 -124.63 13.86 }
{2251 50285 74 75 66 89 117 82 110 97 94 99 107 104 74 75 66 87 117 82 110 97 94 99 107 104 7.73 64.98 -22.84 0.62 2.73 -1.72 28.25 79.91 -78.24 -124.62 13.04 }
{2253 50326 74 75 66 87 117 82 110 97 94 99 107 104 74 75 66 87 117 82 110 97 94 99 107 104 -16.65 3.81 -37.89 0.07 1.06 -1.33 28.15 70.94 -76.54 -126.81 11.66 }
{2255 50365 74 75 99 119 100 82 110 97 94 99 107 104 74 75 99 119 100 82 110 97 94 99 107 104 19.84 -0.77 -16.73 -0.97 2.69 -0.80 28.11 69.25 -73.23 -122.41 10.94 }
{2257 50406 74 75 99 119 100 82 110 97 94 99 107 104 74 75 99 119 100 82 110 97 94 99 107 104 29.42 -1.75 16.12 -0.84 0.30 2.34 28.15 70.99 -69.99 -118.53 11.44 }
{2259 50446 74 87 99 119 100 82 110 97 94 85 107 104 74 87 99 119 100 82 110 97 94 85 107 104 -7.95 -19.98 -12.49 1.47 2.96 -5.36 28.20 70.76 -67.35 -128.69 11.68 }
{2261 50486 74 87 99 119 100 82 110 97 94 85 107 63 74 87 99 119 100 82 110 97 94 85 107 63 49.71 -11.86 -20.50 2.63 3.25 -1.91 28.11 69.52 -63.86 -138.05 10.93 }
{2263 50526 74 87 99 85 85 74 110 97 94 70 107 63 74 87 99 85 85 74 110 97 94 70 107 63 38.98 -34.56 -27.04 -1.56 1.87 -1.46 28.15 69.92 -60.16 -133.83 10.40 }
{2265 50565 74 87 99 119 85 74 110 97 94 70 107 63 74 87 99 119 85 74 110 97 94 70 107 63 -17.37 -3.41 -44.21 0.48 2.66 -0.87 28.11 69.20 -57.92 -136.21 8.65 }
{2267 50605 74 87 99 119 85 74 110 97 94 70 107 63 67 87 118 119 85 74 110 97 94 70 107 63 -2.64 -17.05 17.47 -2.12 0.14 1.71 28.11 68.29 -63.31 -131.96 8.40 }
{2269 50643 67 87 118 119 85 74 110 97 94 70 107 63 67 87 118 119 85 74 110 97 94 70 107 63 -29.72 -12.96 -3.60 1.58 2.37 0.65 28.15 69.16 -62.08 -141.36 8.66 }
{2271 50682 67 87 118 119 85 74 110 76 94 70 109 63 67 87 118 119 85 74 110 76 94 70 109 63 7.76 0.36 10.44 0.40 2.62 -2.17 28.20 68.37 -59.97 -150.50 8.83 }
{2273 50721 67 87 118 119 85 74 110 76 94 70 109 63 67 87 118 119 85 74 110 76 94 70 109 63 -5.51 -18.31 19.91 -1.41 3.79 -3.47 28.20 70.03 -57.97 -153.04 9.97 }
{2275 50760 67 87 118 119 85 74 110 76 94 70 109 63 67 87 118 119 85 74 110 76 94 70 109 82 2.52 -4.48 -1.82 0.67 3.08 0.06 28.20 69.25 -56.03 -161.82 10.04 }
{2277 50801 67 87 118 119 85 74 110 76 94 70 109 82 67 87 118 119 85 74 110 76 94 70 109 82 -8.79 -2.68 7.02 -0.57 3.56 -1.12 28.20 69.25 -54.58 -162.77 10.16 }
{2279 50839 67 87 118 119 85 74 110 76 94 70 109 82 67 87 60 119 85 74 110 76 94 70 109 82 -21.63 6.88 25.18 -0.63 2.92 -2.29 28.15 69.22 -53.73 -156.85 10.99 }
{2281 50880 67 87 60 77 85 74 110 70 94 70 109 82 67 87 60 77 85 74 110 70 94 70 109 82 35.41 -8.19 4.52 1.04 2.13 -2.69 28.11 69.51 -50.68 -158.28 11.35 }
{2283 50917 67 87 60 77 85 74 110 70 94 70 109 82 67 87 60 77 85 92 110 70 94 70 113 82 4.75 0.33 -15.21 -0.03 3.44 2.43 28.20 69.43 -48.78 -166.70 10.66 }
{2285 50956 67 87 60 77 85 92 110 70 94 70 113 82 67 87 60 77 85 92 110 70 94 70 113 82 -2.00 86.48 -30.12 1.09 2.21 2.24 28.11 68.11 -53.85 -171.52 9.44 }
{2287 50995 67 87 60 77 85 92 110 79 94 70 113 82 67 87 60 77 85 92 110 79 94 70 113 82 126.75 102.54 -34.84 -0.98 1.72 -0.70 28.11 68.29 -48.23 -168.89 7.72 }
{2289 51036 67 87 60 77 85 92 110 79 94 70 113 82 67 87 60 77 85 92 110 79 94 70 113 82 -65.26 10.20 -32.61 1.27 -0.08 -9.25 28.20 68.62 -55.36 -168.94 7.15 }
{2291 51075 67 87 60 77 85 92 110 79 94 70 113 82 67 87 60 77 85 92 110 79 94 70 113 82 16.81 -29.96 -9.40 -0.24 1.92 -0.34 28.11 67.48 -60.29 -171.11 6.09 }
{2293 51115 67 87 60 77 85 92 110 79 94 70 97 82 67 87 60 77 85 92 110 79 94 70 97 82 -11.75 3.98 6.17 -0.17 1.83 -0.20 28.15 67.42 -58.11 -171.57 6.50 }
{2295 51152 67 87 60 77 85 92 110 79 94 70 86 82 67 87 60 77 85 92 110 79 94 70 86 82 24.80 -2.47 3.44 0.49 1.51 -2.11 28.15 67.52 -62.60 -179.24 6.52 }
{2297 51190 67 87 60 77 85 92 110 79 94 70 86 82 67 87 60 77 85 92 110 79 94 70 86 82 -10.67 0.33 -6.20 0.76 3.11 -1.43 28.15 69.14 -60.68 173.39 6.45 }
{2299 51230 67 87 60 77 85 92 110 79 94 70 86 78 67 87 60 77 85 92 110 79 94 70 86 78 10.49 -2.09 -1.34 0.35 1.03 -0.85 28.25 68.62 -65.17 166.17 6.48 }
{2301 51269 67 87 60 77 85 92 110 80 94 70 86 97 67 87 60 77 85 92 110 80 94 70 86 97 2.16 2.85 -0.73 1.07 2.37 -1.73 28.25 68.62 -62.71 159.41 6.53 }
{2303 51307 67 87 60 77 85 92 110 80 94 70 86 97 67 87 60 77 85 92 110 80 94 70 86 97 -29.00 13.38 13.79 1.11 2.49 -0.28 28.20 68.55 -61.26 153.12 7.21 }
{2305 51346 67 87 60 77 85 92 110 80 94 70 86 97 67 73 60 77 85 92 110 80 94 95 86 97 28.28 -7.69 4.79 -0.08 1.28 -1.61 28.25 67.44 -65.61 161.08 7.35 }
{2307 51385 67 73 60 77 85 92 110 80 94 95 86 97 67 73 60 77 85 92 110 80 94 95 86 97 2.43 -25.78 -11.05 -0.21 2.74 -0.77 28.20 67.42 -63.38 161.13 7.13 }
{2309 51423 67 73 60 77 85 92 110 80 94 95 86 97 67 73 60 77 85 92 110 80 94 95 86 97 -52.94 -16.62 -26.43 1.13 0.50 -1.39 28.15 67.55 -62.72 153.84 5.96 }
{2311 51462 67 73 60 77 85 92 110 80 94 95 86 97 67 73 60 77 85 92 110 80 94 95 86 97 15.81 0.63 6.23 0.53 1.49 -1.71 28.20 67.03 -67.31 147.56 6.47 }
{2313 51501 67 73 60 77 85 92 98 80 101 95 86 97 67 73 60 77 85 92 98 80 101 75 117 97 -7.89 -3.03 -5.16 0.41 3.94 -2.34 28.20 67.59 -65.25 141.50 6.38 }
{2315 51539 67 73 60 77 85 92 98 80 101 75 117 97 67 73 60 77 85 92 98 80 101 75 117 97 23.53 -26.67 -51.59 4.27 -1.16 0.18 28.11 67.61 -69.21 135.48 4.90 }
{2317 51578 67 73 60 77 94 92 88 80 101 75 117 97 67 73 60 77 94 92 88 80 101 75 117 97 48.07 35.61 48.83 -1.31 3.38 -2.32 28.15 67.62 -64.46 145.01 5.92 }
{2319 51616 67 73 60 77 94 92 88 80 101 75 117 97 67 73 60 77 94 92 88 80 114 75 117 97 -4.41 -13.66 -57.94 2.74 0.69 -1.95 28.15 67.17 -76.05 139.44 4.53 }
{2321 51654 67 73 60 77 94 92 88 80 114 75 117 97 67 73 60 77 94 100 68 80 114 75 117 67 22.32 5.36 -0.50 -0.75 3.71 -0.28 28.20 67.33 -72.58 147.57 4.31 }
{2323 51694 67 73 60 77 94 100 68 80 114 75 117 67 67 73 60 77 94 100 68 80 114 67 117 67 -16.36 36.36 -40.87 2.91 0.48 -2.24 28.25 66.85 -78.08 143.31 3.07 }
{2325 51733 67 73 60 77 94 100 68 80 114 67 117 67 67 73 60 77 94 100 68 80 114 67 104 67 63.15 6.98 -76.81 0.08 0.53 -1.06 28.25 66.86 -87.07 144.13 -0.39 }
{2327 51773 67 73 60 77 94 100 68 80 114 67 104 67 89 73 60 82 94 100 68 80 114 67 104 67 -30.64 -11.64 13.66 1.60 1.84 -0.82 28.20 67.04 -84.95 144.78 -0.27 }
{2329 51813 89 73 93 82 94 100 68 80 114 113 104 67 89 73 93 82 94 100 68 80 114 113 104 67 13.38 4.62 22.70 0.42 1.94 -1.99 28.15 67.79 -81.04 145.91 0.59 }
{2331 51851 89 73 93 82 94 100 68 80 114 113 104 67 89 73 93 87 94 100 108 80 114 113 104 67 -14.68 -22.44 45.01 -1.58 0.44 -1.84 28.20 68.09 -85.48 153.13 2.11 }
{2333 51891 89 73 93 87 94 100 108 80 114 113 104 67 89 73 93 87 94 100 108 80 114 113 104 67 -93.58 -63.28 57.13 -0.39 1.07 1.30 28.11 68.64 -92.54 151.88 4.01 }
{2335 51929 89 73 93 87 94 100 108 80 114 113 104 67 89 73 81 101 110 100 108 80 114 113 104 67 -159.89 -67.11 92.92 0.73 2.98 -2.19 28.11 68.87 -94.46 142.92 7.57 }
{2337 51969 89 73 81 101 110 100 108 80 114 113 104 67 89 73 81 101 110 100 108 80 114 113 104 67 -50.48 -37.17 121.76 -0.99 3.67 1.71 28.11 71.61 -94.05 149.80 12.28 }
{2339 52008 89 73 81 101 110 100 108 108 114 113 108 67 84 73 81 101 110 100 108 108 105 113 108 67 -61.11 -5.52 117.07 0.25 5.46 -2.39 28.06 73.25 -93.29 150.70 17.51 }
{2341 52050 84 73 81 101 110 100 108 108 105 113 108 67 84 73 81 101 110 100 108 108 105 113 108 67 -58.47 -49.43 -14.09 2.98 7.64 0.31 28.15 75.03 -93.43 143.38 17.89 }
{2343 52090 84 73 81 101 110 100 108 112 105 113 108 67 84 73 81 101 110 100 108 112 105 113 108 67 -22.44 -13.37 -16.69 1.42 5.71 0.91 28.15 74.79 -91.79 137.34 17.41 }
{2345 52129 84 73 81 101 110 100 108 112 105 113 108 67 84 73 81 101 110 100 113 112 105 113 108 67 -1.25 2.94 -39.62 0.12 4.86 0.16 28.20 75.86 -89.30 138.84 15.97 }
{2347 52171 84 73 81 101 110 100 113 112 105 113 108 71 84 73 81 101 110 100 113 112 105 113 108 71 12.00 6.22 -39.01 -0.81 5.71 -1.06 28.20 72.40 -86.32 147.38 14.41 }
{2349 52211 84 73 81 101 110 100 113 112 105 113 108 71 84 73 85 101 110 100 113 112 95 113 108 71 -8.22 -3.35 -18.14 -1.15 4.39 -0.83 28.15 72.55 -84.07 155.05 13.65 }
{2351 52251 84 73 85 101 110 100 113 112 95 113 108 71 84 73 85 101 65 100 113 112 95 113 108 71 -8.65 -11.31 -4.38 -0.61 3.25 -1.32 28.11 71.97 -81.74 161.95 13.55 }
{2353 52292 84 73 85 101 65 100 113 112 95 113 108 71 84 73 85 101 65 100 113 112 95 113 108 71 -0.90 -4.38 13.89 0.09 4.82 -0.97 28.11 72.28 -79.22 162.13 14.06 }
{2355 52330 84 73 85 101 65 100 113 112 95 113 108 71 84 73 85 101 65 100 113 112 95 113 108 71 6.69 0.30 11.86 -0.04 5.18 -1.25 28.20 73.52 -76.65 162.55 14.49 }
{2357 52370 84 73 85 101 65 100 113 112 95 113 108 71 84 73 85 101 65 100 113 112 95 113 108 71 10.97 2.75 -2.72 -0.31 5.30 -0.48 28.25 73.07 -74.36 170.09 14.48 }
{2359 52410 84 73 85 101 65 100 113 112 95 113 108 71 84 73 85 101 65 100 113 112 95 113 108 71 -1.13 -3.35 -2.53 -0.39 4.27 -1.07 28.11 72.57 -72.16 177.04 14.39 }
{2361 52448 84 73 85 101 65 100 113 112 95 113 108 71 84 73 85 101 61 100 113 112 95 113 75 71 -2.73 -4.10 -0.98 -0.31 4.91 -0.37 28.11 72.42 -70.35 -176.41 14.42 }
{2363 52489 84 72 85 101 61 79 113 112 95 113 75 71 84 72 85 101 61 79 113 112 95 113 75 71 0.94 -0.73 -3.53 -0.36 4.90 -0.46 28.25 72.55 -68.46 -169.92 14.34 }
{2365 52529 84 72 85 101 61 79 113 112 95 113 75 71 84 72 76 101 61 79 80 112 95 113 75 71 -9.64 -7.51 2.50 0.34 4.80 -1.20 28.20 72.93 -66.88 -171.01 14.50 }
{2367 52570 78 72 76 101 61 79 80 112 95 113 75 71 78 72 76 101 61 79 80 112 95 113 75 71 6.37 6.08 -5.45 1.63 3.51 1.00 28.20 74.05 -65.10 -171.37 14.25 }
{2369 52608 78 72 76 101 61 79 80 112 95 113 75 71 78 72 76 101 61 79 110 119 95 113 75 71 56.49 19.41 -58.30 -0.52 5.45 0.24 28.20 72.73 -61.58 -164.53 12.37 }
{2371 52648 78 72 76 101 61 79 110 60 95 113 75 71 78 72 76 101 61 79 110 60 95 113 75 71 106.58 10.13 26.20 -2.08 10.62 -2.21 28.20 72.80 -58.11 -158.80 12.68 }
{2373 52688 78 72 76 101 61 84 110 60 95 113 75 71 78 72 76 101 61 84 110 60 95 113 75 71 -48.84 -15.77 16.92 -2.50 4.04 -2.81 28.06 71.53 -58.01 -153.38 12.83 }
{2375 52726 78 72 76 101 61 84 110 60 95 113 75 71 78 106 76 101 61 84 110 60 95 113 75 71 -65.23 -2.74 20.46 0.65 1.92 2.89 28.15 72.04 -58.92 -155.16 13.98 }
{2377 52766 78 106 76 101 61 84 110 60 95 113 75 71 78 106 76 101 78 84 110 60 95 113 75 82 -24.93 -18.10 38.03 -0.65 4.19 -3.48 28.20 71.62 -57.74 -157.57 15.14 }
{2379 52807 78 106 76 101 78 84 68 60 95 113 75 82 78 106 76 101 78 84 68 60 95 113 75 82 45.32 -14.21 33.39 -0.24 6.82 1.20 28.15 71.99 -54.61 -166.58 16.47 }
{2381 52846 78 106 76 101 78 84 68 60 95 113 75 82 78 106 76 101 78 84 68 60 95 113 75 82 131.12 -0.16 -34.75 0.81 2.54 2.33 28.20 72.78 -49.00 -174.03 15.92 }
{2383 52887 78 106 76 86 78 84 68 60 95 113 75 82 78 106 76 86 78 84 68 60 95 113 75 82 181.71 -7.06 -82.24 1.38 4.78 -6.10 28.15 72.71 -41.31 178.69 12.90 }
{2385 52927 78 106 76 86 78 76 68 60 95 113 75 82 78 106 76 86 78 76 68 60 95 113 75 82 -8.50 -49.14 -38.73 -1.54 2.36 -4.93 28.11 72.15 -39.92 -175.72 11.34 }
{2387 52966 78 106 76 80 78 76 68 60 95 113 75 82 78 106 76 114 78 118 68 60 95 113 75 109 -14.35 0.78 -16.49 -0.33 0.40 -0.49 28.15 72.19 -53.29 -169.36 10.96 }
{2389 53007 78 106 76 114 78 118 68 60 95 113 75 109 78 106 76 114 78 118 68 60 95 113 75 109 15.67 -1.49 8.57 -3.76 2.19 3.04 28.25 70.70 -52.08 -163.83 10.35 }
{2391 53047 78 106 76 114 78 118 68 60 95 113 75 109 105 106 76 114 78 118 68 94 95 113 75 109 112.11 72.22 35.62 -0.46 3.09 0.02 28.15 70.59 -47.17 -155.72 11.98 }
{2393 53087 105 106 76 114 78 118 68 94 95 113 75 109 105 106 76 114 78 118 68 94 95 113 75 109 144.32 44.51 -35.45 1.86 2.54 -3.04 28.20 77.69 -48.76 -154.40 11.53 }
{2395 53128 105 106 76 114 78 118 68 94 95 113 75 109 105 106 76 114 78 118 68 94 95 113 75 109 -59.13 -29.09 -15.16 -1.11 -0.17 -4.79 28.15 69.85 -63.05 -156.47 11.19 }
{2397 53167 105 106 76 114 78 118 68 94 95 113 75 109 105 106 81 114 78 118 68 94 95 113 119 109 -32.59 -14.48 21.77 0.37 -0.14 -0.72 28.15 82.07 -76.19 -158.05 11.99 }
{2399 53209 105 106 81 114 78 118 68 94 95 113 119 109 105 106 72 114 101 118 68 94 95 113 119 74 -13.95 15.44 35.36 -1.04 1.21 -1.14 28.15 70.38 -81.08 -151.76 13.15 }
