N T EM1 EM2 EM3 EM4 EM5 EM6 EM7 EM8 EM9 EM10 EM11 EM12 CM1 CM2 CM3 CM4 CM5 CM6 CM7 CM8 CM9 CM10 CM11 CM12 GyX GyY GyZ AcX AcY AcZ Tmp HCSR X Y Z
{1145 47038 86 98 97 81 80 92 87 88 93 83 92 95 86 98 97 81 80 92 87 88 93 83 92 95 30.98 31.55 3.18 2.54 1.90 -2.04 28.72 25.00 -33.42 22.77 -30.53 }
{1149 47185 84 89 81 81 98 83 97 93 88 88 90 80 84 89 81 81 98 83 97 93 88 88 90 80 -4.68 -2.67 3.24 1.44 3.57 -1.85 28.72 23.78 -31.72 20.68 -30.11 }
{1154 47354 86 95 81 99 95 93 94 96 95 90 96 96 86 95 81 99 95 93 94 96 95 90 96 96 52.02 79.67 50.78 -0.03 4.18 1.29 28.72 23.24 -27.61 26.93 -29.53 }
{1159 47513 80 91 91 91 89 80 85 97 97 83 82 89 80 91 91 91 89 80 85 97 97 83 82 89 -38.71 -24.50 -39.59 3.33 1.06 -4.63 28.72 23.68 -32.66 24.80 -28.40 }
{1164 47675 90 87 86 92 99 88 95 89 92 80 84 92 99 97 87 85 96 94 80 82 95 89 97 93 10.28 11.72 55.27 1.67 1.77 -2.87 28.77 23.75 -37.79 22.61 -26.70 }
{1168 47824 96 93 83 82 81 97 91 92 84 95 91 93 96 93 83 82 81 97 91 92 84 95 91 93 18.83 -54.36 65.76 -0.85 6.10 1.78 28.67 54.56 -37.39 33.02 -24.23 }
{1172 47985 97 99 99 89 80 95 95 93 94 85 82 88 87 87 83 84 90 98 90 91 95 86 95 85 -4.10 19.67 0.31 2.95 2.47 -2.16 28.81 37.18 -34.56 31.75 -23.80 }
{1177 48153 84 94 96 90 88 83 95 82 97 84 82 86 84 94 96 90 88 83 95 82 97 84 82 86 -47.84 -11.77 24.46 -0.35 3.73 -5.60 28.81 25.18 -33.37 41.56 -23.17 }
{1182 48315 85 95 97 99 97 96 90 84 87 91 96 86 85 95 97 99 97 96 90 84 87 91 96 86 86.08 8.66 -3.57 0.50 2.15 5.87 28.67 24.16 -35.94 37.85 -23.75 }
{1186 48463 83 80 99 85 94 94 84 95 98 93 80 85 83 80 99 85 94 94 84 95 98 93 80 85 -23.31 -6.71 18.00 1.13 4.01 -1.73 28.72 28.29 -32.68 35.17 -23.16 }
{1190 48622 86 84 87 84 83 84 99 91 86 88 99 92 86 84 87 84 83 84 99 91 86 88 99 92 -21.32 -59.90 56.81 -4.89 5.41 -3.59 28.67 25.02 -34.11 42.18 -24.30 }
{1195 48794 92 92 80 80 81 82 96 81 93 98 93 94 89 99 81 95 94 99 87 87 98 86 81 93 -46.22 24.78 -5.31 1.02 3.99 -5.60 28.72 22.30 -32.18 52.48 -24.49 }
{1199 48944 83 92 96 88 85 89 89 86 99 84 80 95 83 92 96 88 85 89 89 86 99 84 80 95 -55.86 -14.62 -0.09 2.13 3.06 0.53 28.77 26.54 -33.43 54.37 -31.09 }
{1203 49102 84 98 91 96 94 80 93 84 94 83 89 87 84 98 91 96 94 80 93 84 94 83 89 87 -15.66 -10.70 13.53 1.14 3.99 -2.21 28.77 23.95 -31.90 49.57 -31.35 }
{1208 49276 85 96 95 97 81 96 94 88 83 95 97 85 85 96 95 97 81 96 94 88 83 95 97 85 71.88 -41.11 -0.63 -0.82 2.60 6.19 28.67 23.13 -29.39 51.28 -31.77 }
{1212 49426 89 84 87 94 83 81 93 85 94 80 96 91 89 84 87 94 83 81 93 85 94 80 96 91 -20.73 3.53 17.71 0.82 3.15 -6.96 28.72 35.33 -27.97 47.20 -30.92 }
{1217 49595 90 99 81 92 88 89 97 99 92 97 87 95 90 99 81 92 88 89 97 99 92 97 87 95 15.41 21.67 4.44 2.16 4.29 -2.42 28.77 23.26 -25.98 43.16 -30.69 }
{1221 49741 83 86 99 82 88 88 81 98 88 91 82 91 83 86 99 82 88 88 81 98 88 91 82 91 -14.07 -14.09 -71.30 3.32 2.73 -1.78 28.81 23.39 -25.27 39.44 -31.08 }
{1226 49915 99 83 86 97 89 87 96 90 89 89 98 89 99 83 86 97 89 87 96 90 89 89 98 89 -6.24 5.94 53.91 -0.17 2.42 -4.49 28.67 25.54 -23.98 49.26 -29.12 }
{1231 50075 89 86 80 89 98 94 95 81 83 80 84 96 89 86 80 89 98 94 95 81 83 80 84 96 84.07 8.34 -16.59 3.40 3.08 8.93 28.67 25.03 -30.14 45.08 -29.61 }
{1235 50225 95 83 87 89 93 85 96 97 93 87 80 85 95 83 87 89 93 85 96 97 93 87 80 85 23.88 14.59 -67.48 2.83 2.96 1.57 28.77 36.04 -33.74 42.08 -30.80 }
{1240 50393 96 94 91 88 86 90 93 84 81 83 99 90 96 94 91 88 86 90 93 84 81 83 99 90 1.93 -6.33 2.31 1.23 3.93 0.54 28.62 24.38 -30.50 38.68 -29.12 }
{1244 50536 90 80 91 85 91 86 82 83 84 86 91 91 84 81 88 91 97 88 84 86 88 84 94 88 0.19 0.37 -13.48 1.25 4.16 -1.68 28.77 26.50 -28.01 35.66 -29.24 }
{1249 50706 91 98 82 99 88 82 89 88 82 83 94 87 91 98 82 99 88 82 89 88 82 83 94 87 11.42 -7.23 32.18 0.94 4.03 -1.47 28.77 24.92 -24.96 32.86 -28.09 }
{1254 50865 95 86 95 84 90 84 90 94 84 93 84 93 95 86 95 84 90 84 90 94 84 93 84 93 15.74 -7.51 3.68 0.95 2.82 -1.96 28.81 23.97 -24.23 29.37 -28.13 }
{1258 51011 82 93 99 83 95 84 97 90 82 86 93 90 99 94 93 98 87 82 81 92 98 87 82 84 7.53 6.34 8.02 1.22 2.42 -1.06 28.81 24.13 -23.32 26.77 -28.10 }
{1263 51179 82 93 84 89 87 82 89 96 81 92 97 84 82 93 84 89 87 82 89 96 81 92 97 84 17.50 -20.62 5.65 1.56 5.34 -0.42 28.67 26.32 -24.56 42.86 -27.23 }
{1268 51339 83 80 93 89 96 93 81 97 82 96 88 83 83 80 93 89 96 93 81 97 82 96 88 83 20.37 -0.57 -39.56 2.46 0.52 0.30 28.77 24.85 -21.65 39.00 -28.03 }
{1272 51487 88 86 95 96 80 98 94 81 89 83 98 86 88 86 95 96 80 98 94 81 89 83 98 86 5.68 33.87 52.75 -0.97 4.27 -2.91 28.72 33.11 -20.06 44.04 -26.13 }
{1276 51646 94 81 81 91 82 89 81 96 84 88 97 88 94 81 81 91 82 89 81 96 84 88 97 88 0.00 -15.99 -16.17 1.62 1.90 -1.46 28.72 33.23 -18.85 40.49 -26.57 }
{1280 51807 99 88 81 91 81 97 88 98 96 92 81 96 99 88 81 91 81 97 88 98 96 92 81 96 10.78 17.00 36.29 1.53 2.68 0.05 28.86 34.37 -18.46 37.41 -26.55 }
{1284 51966 89 89 99 84 88 94 88 83 93 89 89 93 89 89 99 84 88 94 88 83 93 89 89 93 -60.00 -20.38 6.66 0.35 2.29 -3.97 28.77 27.08 -27.00 34.00 -26.81 }
{1288 52124 94 84 81 90 95 97 82 94 88 88 94 91 94 84 81 90 95 97 82 94 88 88 94 91 28.57 -6.10 -21.68 3.15 0.98 0.42 28.62 26.50 -25.17 31.47 -27.36 }
{1292 52285 96 92 92 82 83 84 98 99 98 87 80 91 96 92 92 82 83 84 98 99 98 87 80 91 2.39 5.29 21.36 0.34 3.47 -2.63 28.77 31.37 -23.71 29.29 -26.13 }
{1296 52441 85 96 82 81 86 92 96 93 83 96 91 94 85 96 82 81 86 92 96 93 83 96 91 94 -20.48 -16.94 -7.40 0.73 5.31 -2.26 28.77 25.11 -20.40 27.78 -24.60 }
{1300 52600 89 97 91 82 92 84 99 98 98 98 87 87 89 97 91 82 92 84 99 98 98 98 87 87 -8.42 -1.78 2.11 1.47 2.01 -1.05 28.72 25.34 -20.23 26.03 -24.43 }
{1305 52770 85 89 96 90 98 90 85 99 97 80 97 83 85 89 96 90 98 90 85 99 97 80 97 83 52.65 26.65 -24.70 2.97 0.58 5.54 28.77 26.21 -33.22 23.69 -24.62 }
{1309 52920 94 80 80 95 81 93 99 91 88 92 88 86 94 80 80 95 81 93 99 91 88 92 88 86 44.54 13.55 47.10 -0.48 4.14 -1.48 28.77 57.38 -30.68 29.20 -22.97 }
{1314 53090 86 83 96 81 96 82 93 99 87 80 82 80 86 83 96 81 96 82 93 99 87 80 82 80 -79.10 -51.49 -53.82 5.55 2.26 -4.46 28.77 25.54 -36.20 26.76 -24.81 }
{1318 53240 80 94 89 80 92 99 87 83 85 94 99 87 80 94 89 80 92 99 87 83 85 94 99 87 30.28 -1.32 -23.05 0.77 3.66 -2.30 28.72 26.75 -34.06 24.31 -24.63 }
{1322 53401 90 80 90 96 93 86 90 80 99 83 91 81 90 80 90 96 93 86 90 80 99 83 91 81 -11.66 -0.15 17.19 -0.06 2.93 -3.00 28.67 31.51 -31.30 22.72 -24.16 }
{1327 53573 90 81 83 85 93 93 81 83 81 80 91 90 89 84 85 97 86 87 88 89 81 97 95 85 34.55 -39.22 -12.27 3.96 1.27 5.17 28.72 26.25 -27.40 20.37 -24.67 }
{1331 53726 84 91 99 95 99 92 99 98 89 89 90 92 84 91 99 95 99 92 99 98 89 89 90 92 35.87 29.04 29.04 3.32 0.80 -2.10 28.77 34.88 -44.74 20.43 -21.22 }
{1335 53882 83 85 93 94 92 96 91 85 87 98 81 95 83 85 93 94 92 96 91 85 87 98 81 95 17.30 -0.79 -19.79 1.72 2.18 -1.32 28.77 36.02 -48.47 19.46 -21.01 }
{1339 54042 92 91 91 90 92 92 99 83 99 89 88 81 92 91 91 90 92 92 99 83 99 89 88 81 -6.29 -0.12 21.68 -0.60 3.30 -2.81 28.72 31.57 -46.18 17.66 -20.31 }
{1344 54213 89 91 83 93 86 86 87 86 86 92 84 98 89 91 83 93 86 86 87 86 86 92 84 98 -8.55 -47.81 1.45 0.19 5.29 -0.46 28.67 25.97 -45.21 20.46 -24.67 }
{1348 54362 94 86 90 92 99 89 94 91 85 89 88 86 94 86 90 92 99 89 94 91 85 89 88 86 25.41 17.06 -23.51 2.30 3.73 0.78 28.77 25.36 -54.94 19.40 -25.03 }
{1352 54520 82 87 98 98 92 99 83 86 94 86 90 86 82 87 98 98 92 99 83 86 94 86 90 86 2.80 9.04 -33.14 3.50 1.69 -1.69 28.67 32.85 -52.41 18.22 -25.81 }
{1356 54678 89 91 95 91 86 81 99 84 92 85 81 80 89 91 95 91 86 81 99 84 92 85 81 80 -3.20 -5.22 25.71 -0.74 3.60 -1.91 28.77 30.63 -49.23 23.64 -25.34 }
{1360 54840 87 93 98 84 84 88 91 96 97 93 80 88 87 93 98 84 84 88 91 96 97 93 80 88 -3.17 -3.63 -46.67 3.60 1.22 0.29 28.77 24.47 -47.44 21.47 -27.26 }
{1364 54996 92 81 93 81 91 90 93 98 99 96 83 93 91 89 87 83 81 95 89 99 85 83 86 92 3.04 -2.47 4.69 1.58 3.05 -1.78 28.67 25.74 -45.52 19.73 -25.19 }
{1368 55155 88 84 86 89 99 91 94 93 80 96 98 92 84 81 97 80 85 83 83 96 94 94 82 98 15.65 7.55 17.76 0.06 2.91 -1.13 28.77 41.96 -44.25 23.93 -26.80 }
{1372 55314 99 99 95 90 81 93 86 89 96 91 88 81 99 99 95 90 81 93 86 89 96 91 88 81 50.20 -11.51 0.20 2.56 2.88 1.10 28.77 25.45 -40.46 21.71 -23.97 }
{1377 55482 80 98 98 83 87 80 95 88 80 90 95 95 80 98 98 83 87 80 95 88 80 90 95 95 7.07 -67.99 50.26 0.21 7.28 0.41 28.77 27.68 -38.20 38.59 -20.20 }
{1382 55640 94 84 88 86 81 86 86 89 89 84 85 90 94 88 90 91 93 98 84 88 92 81 85 99 44.46 52.60 -25.28 4.04 0.51 -2.68 28.91 23.51 -54.85 36.85 -21.78 }
{1386 55790 93 82 98 92 96 81 96 90 89 85 92 91 93 82 98 92 96 81 96 90 89 85 92 91 3.48 -1.44 26.69 -0.27 3.20 -2.15 28.72 34.70 -51.88 40.57 -20.13 }
{1391 55959 93 93 95 95 93 81 88 90 95 89 82 87 93 93 95 95 93 81 88 90 95 89 82 87 2.49 4.01 -23.79 1.81 1.84 -1.93 28.81 24.98 -48.81 36.25 -21.84 }
{1396 56117 80 87 93 85 83 96 88 92 97 94 93 99 80 87 93 85 83 96 88 92 97 94 93 99 34.05 11.96 -8.93 0.65 5.61 -0.59 28.72 25.61 -44.95 33.25 -22.02 }
{1401 56276 80 86 87 81 89 81 99 90 90 80 87 84 80 86 87 81 89 81 99 90 90 80 87 84 -16.84 1.47 9.36 1.23 1.22 -5.49 28.72 24.60 -42.05 36.62 -21.62 }
{1406 56434 89 94 99 94 82 83 98 85 92 92 86 99 89 94 99 94 82 83 98 85 92 92 86 99 7.74 9.36 81.16 -1.90 2.81 2.03 28.77 23.73 -40.67 45.86 -21.49 }
{1411 56591 94 97 92 91 91 91 92 82 92 80 94 96 94 97 92 91 91 91 92 82 92 80 94 96 32.72 0.13 -4.17 4.19 0.86 0.81 28.72 23.28 -44.04 41.75 -21.49 }
{1415 56736 86 84 82 87 88 82 97 94 84 96 87 97 86 84 82 87 88 82 97 94 84 96 87 97 -13.10 -7.05 -28.11 0.92 5.51 -2.70 28.72 25.32 -40.73 38.86 -19.30 }
{1420 56909 92 90 84 97 96 82 96 96 91 89 87 82 98 86 91 97 80 82 80 81 95 88 80 85 6.95 10.04 1.71 1.93 1.57 -2.08 28.72 22.73 -45.25 35.31 -20.00 }
{1424 57057 83 84 83 83 99 80 93 99 87 85 80 80 83 84 83 83 99 80 93 99 87 85 80 80 1.42 -4.44 -22.64 0.00 2.60 -0.39 28.77 24.74 -45.47 31.82 -19.32 }
{1429 57226 82 90 83 92 90 87 84 83 82 94 87 86 82 90 83 92 90 87 84 83 82 94 87 86 29.01 9.79 -12.32 0.88 3.38 3.67 28.67 24.44 -42.77 28.42 -19.90 }
{1433 57373 92 86 96 98 96 84 99 94 88 94 98 82 92 86 96 98 96 84 99 94 88 94 98 82 24.36 17.75 23.36 0.52 3.37 -0.94 28.77 36.56 -46.40 33.90 -19.15 }
{1438 57543 82 96 84 91 99 80 96 96 93 95 84 97 93 83 95 83 81 95 98 82 94 81 81 93 -31.75 -10.24 21.27 0.62 4.36 -3.95 28.72 24.98 -44.96 30.06 -18.71 }
{1442 57692 94 83 91 97 99 86 96 82 95 89 83 83 80 97 84 80 95 98 86 95 80 80 90 95 -7.43 4.71 -24.29 1.92 1.78 -1.92 28.81 23.55 -50.86 27.50 -20.01 }
{1446 57853 81 88 85 95 97 92 88 89 92 93 91 86 81 88 85 95 97 92 88 89 92 93 91 86 22.28 36.01 -10.38 1.65 2.09 -4.05 28.67 37.45 -65.09 24.58 -21.18 }
{1451 58023 94 90 92 85 88 99 95 83 89 83 85 82 94 90 92 85 88 99 95 83 89 83 85 82 50.94 36.89 14.70 2.43 3.21 -1.12 28.72 24.29 -58.59 22.56 -20.80 }
{1455 58174 96 91 93 87 89 85 91 84 87 91 96 86 96 91 93 87 89 85 91 84 87 91 96 86 -6.93 -38.76 -11.07 1.24 0.85 2.46 28.67 35.33 -55.60 19.96 -20.71 }
{1460 58343 99 98 89 82 85 81 82 84 80 98 84 99 84 95 97 99 88 83 91 84 94 99 95 99 -93.42 -42.59 -2.70 1.04 8.89 -3.24 28.72 24.98 -51.76 17.38 -19.66 }
{1464 58491 83 90 98 94 98 81 93 80 98 82 91 90 82 93 81 80 85 80 89 97 83 95 90 85 23.53 25.76 -18.14 2.53 0.67 -3.89 28.72 23.13 -57.64 25.74 -21.30 }
{1468 58652 85 93 92 89 95 87 83 86 87 86 84 94 96 86 82 91 82 81 89 80 93 92 91 80 -6.53 5.00 20.87 3.66 1.33 -1.44 28.67 23.35 -64.49 23.22 -19.81 }
{1473 58822 93 99 86 96 87 91 98 80 89 80 96 80 93 99 86 96 87 91 98 80 89 80 96 80 8.98 32.74 11.30 2.43 0.67 -5.17 28.72 23.57 -67.30 22.07 -18.60 }
{1477 58969 99 95 80 96 89 84 89 85 97 85 80 98 93 86 87 85 88 98 80 94 93 82 97 83 -13.14 -15.03 -6.69 0.73 2.56 -2.73 28.72 23.59 -62.73 20.32 -18.45 }
{1481 59129 94 83 98 82 84 80 85 87 99 92 87 99 88 96 86 96 93 92 95 83 93 90 87 85 2.39 8.69 44.57 0.88 4.63 -2.69 28.72 24.35 -60.66 23.93 -17.59 }
{1486 59298 83 83 84 98 88 85 83 80 84 90 80 93 83 83 84 98 88 85 83 80 84 90 80 93 -8.50 -30.97 -16.99 1.66 3.36 0.43 28.81 22.68 -55.75 21.93 -17.64 }
{1490 59446 88 84 89 83 83 89 99 98 90 83 80 86 94 95 89 90 81 86 98 93 87 87 94 91 27.29 14.46 7.70 1.17 5.18 -0.81 28.67 22.12 -56.88 21.70 -16.43 }
{1494 59604 90 99 91 83 86 80 87 87 90 87 88 82 95 85 99 95 83 86 90 81 87 86 94 88 -52.47 -10.96 -57.40 1.65 3.17 -3.44 28.86 21.67 -54.51 19.68 -15.49 }
{1498 59768 81 89 89 97 91 94 94 91 88 93 82 80 81 89 89 97 91 94 94 91 88 93 82 80 -33.93 2.20 13.76 1.39 2.39 -7.24 28.81 22.37 -52.63 17.94 -14.78 }
{1502 59928 87 91 97 95 82 98 88 83 88 84 91 88 87 91 97 95 82 98 88 83 88 84 91 88 18.17 -2.48 23.95 1.18 2.05 -0.76 28.77 22.77 -57.12 15.52 -14.53 }
{1507 60097 88 83 84 88 87 98 83 80 83 98 96 94 88 83 84 88 87 98 83 80 83 98 96 94 6.29 -52.33 14.29 -1.42 4.45 0.52 28.72 22.73 -66.93 13.07 -12.57 }
{1511 60247 93 89 82 81 92 94 85 98 97 88 94 80 93 89 82 81 92 94 85 98 97 88 94 80 -7.11 1.52 12.32 0.52 3.07 -0.94 28.77 24.40 -63.08 11.70 -11.84 }
{1516 60414 98 90 89 84 83 90 80 83 87 88 99 98 98 90 89 84 83 90 80 83 87 88 99 98 -43.86 -22.44 22.86 -1.94 4.78 -1.37 28.67 24.15 -55.37 24.22 -6.72 }
{1521 60575 97 97 89 95 83 94 94 84 84 90 85 94 89 91 90 93 97 84 89 99 88 90 82 83 46.31 1.52 75.02 -1.41 2.31 2.17 28.67 22.84 -49.19 36.05 -4.53 }
{1526 60732 90 97 87 84 84 96 97 97 90 87 84 99 90 97 87 84 84 96 97 97 90 87 84 99 32.52 12.01 24.81 0.39 6.66 -1.41 28.77 22.54 -45.42 40.84 -7.10 }
{1531 60890 90 97 94 95 80 81 95 95 94 98 90 82 92 91 87 91 88 83 83 82 91 88 92 93 -2.35 -3.52 6.08 -0.95 2.36 -1.92 28.77 21.36 -48.78 50.42 -7.98 }
{1535 61036 94 89 81 80 81 94 87 98 96 84 99 84 85 99 95 86 85 82 81 98 85 99 89 88 15.10 0.69 -3.04 1.42 2.10 2.53 28.81 22.50 -47.34 59.25 -8.50 }
{1540 61204 99 97 86 84 95 94 96 89 94 88 80 94 99 97 86 84 95 94 96 89 94 88 80 94 9.01 63.70 73.63 1.62 2.80 -7.33 28.72 22.44 -42.89 61.93 -6.99 }
{1544 61351 80 85 95 82 95 85 96 94 98 93 97 96 80 85 95 82 95 85 96 94 98 93 97 96 -36.70 -18.59 -3.10 1.18 3.84 -3.10 28.81 21.65 -41.55 56.90 -7.04 }
{1549 61521 84 93 89 86 88 81 92 88 85 96 89 86 84 93 89 86 88 81 92 88 85 96 89 86 35.35 -31.09 -33.89 1.54 2.71 2.37 28.81 21.29 -37.76 50.50 -8.81 }
{1554 61680 90 92 95 81 96 86 97 92 92 96 84 88 90 92 95 81 96 86 97 92 92 96 84 88 -2.45 22.92 12.81 1.35 1.23 -2.83 28.72 20.92 -35.03 45.82 -8.93 }
{1559 61841 90 90 83 95 88 87 83 80 99 97 91 99 81 88 96 90 84 83 84 87 84 95 83 81 71.23 32.95 40.57 0.54 2.69 -1.77 28.67 22.01 -31.41 49.12 -8.01 }
{1564 61997 81 86 88 91 94 84 91 82 82 97 81 83 81 86 88 91 94 84 91 82 82 97 81 83 -38.00 -13.34 14.60 0.32 2.80 -2.55 28.77 21.56 -29.21 50.05 -7.41 }
{1569 62156 89 99 99 82 96 96 88 88 98 89 80 87 99 99 94 95 96 82 80 82 96 87 88 89 62.34 94.14 -26.44 5.21 -4.35 1.82 28.72 21.09 -26.45 47.19 -7.80 }
{1573 62306 87 85 86 93 83 80 85 95 91 94 86 92 87 85 86 93 83 80 85 95 91 94 86 92 -0.38 -4.06 3.82 0.49 4.48 -2.33 28.81 21.81 -25.83 42.84 -6.85 }
{1577 62462 92 92 96 86 85 86 98 85 87 98 86 80 92 92 96 86 85 86 98 85 87 98 86 80 15.07 7.01 18.75 0.14 3.81 -0.94 28.86 21.39 -22.73 39.07 -3.56 }
{1582 62631 89 92 82 86 91 89 92 96 99 88 93 96 89 92 82 86 91 89 92 96 99 88 93 96 20.11 16.07 7.79 2.06 1.86 0.19 28.77 20.80 -21.70 36.20 -2.15 }
{1587 62786 85 86 84 87 93 90 94 85 93 86 99 81 85 86 84 87 93 90 94 85 93 86 99 81 15.81 -1.09 -33.25 1.00 2.13 -2.03 28.72 21.41 -19.16 32.73 -1.12 }
{1592 62945 86 99 83 93 82 84 99 87 88 90 80 84 86 99 83 93 82 84 99 87 88 90 80 84 -0.26 -11.52 11.48 1.12 5.01 0.34 28.77 21.05 -18.56 43.14 -0.87 }
{1597 63104 88 84 92 94 93 93 82 93 99 90 84 93 88 84 92 94 93 93 82 93 99 90 84 93 -14.61 31.87 4.83 2.63 0.96 -2.80 28.86 20.85 -25.22 40.10 -1.53 }
{1602 63261 98 94 90 87 98 89 95 96 95 82 84 89 98 94 90 87 98 89 95 96 95 82 84 89 -9.68 25.38 38.55 3.04 2.45 -3.47 28.86 20.87 -24.38 56.24 0.01 }
{1607 63418 94 85 81 87 96 83 93 94 89 85 94 89 94 85 81 87 96 83 93 94 89 85 94 89 -25.00 -19.96 6.90 0.62 3.96 -1.15 28.67 22.17 -24.43 49.72 -0.10 }
{1612 63578 87 87 89 82 97 88 82 97 94 94 83 84 87 87 89 82 97 88 82 97 94 94 83 84 -8.45 1.99 -75.91 2.66 2.91 0.03 28.81 21.74 -23.44 44.95 -2.12 }
{1617 63734 85 83 85 87 83 89 88 84 90 98 95 98 85 83 85 87 83 89 88 84 90 98 95 98 -10.48 -14.73 38.05 -3.73 6.43 -3.61 28.77 22.34 -23.66 53.61 -1.40 }
{1622 63896 81 85 99 91 97 80 80 97 84 95 96 84 81 85 99 91 97 80 80 97 84 95 96 84 0.81 -55.20 -35.51 4.51 -0.91 2.16 28.81 21.76 -28.04 55.79 -2.40 }
{1627 64055 86 81 91 83 94 84 95 90 93 89 90 80 86 81 91 83 94 84 95 90 93 89 90 80 15.64 67.21 21.97 2.47 3.81 -4.00 28.72 22.08 -26.81 50.62 -1.61 }
{1632 64212 99 92 97 89 97 83 92 84 82 95 83 95 99 92 97 89 97 83 92 84 82 95 83 95 -3.52 -23.66 31.80 -1.32 4.17 0.42 28.77 21.76 -25.96 52.07 -1.46 }
{1637 64372 91 84 85 83 92 88 80 82 98 93 85 83 83 85 99 90 98 90 98 82 84 94 84 96 11.24 44.46 -66.35 5.43 2.46 -3.96 28.72 22.06 -23.71 48.32 -3.03 }
{1642 64531 84 80 95 83 95 86 98 86 97 97 86 83 84 80 95 83 95 86 98 86 97 97 86 83 2.23 0.88 -28.72 1.68 1.63 -1.99 28.77 21.74 -26.56 44.32 -3.54 }
{1646 64676 88 83 99 93 92 84 95 97 86 86 97 94 88 83 99 93 92 84 95 97 86 86 97 94 2.92 -3.38 22.78 1.05 3.33 -0.13 28.81 21.83 -25.79 40.72 -4.75 }
{1650 64835 93 87 98 88 98 85 98 82 94 90 82 96 93 87 98 88 98 85 98 82 94 90 82 96 15.50 3.90 -2.75 1.49 1.83 -1.27 28.72 22.23 -30.63 37.66 -3.29 }
{1655 65002 81 92 87 84 98 93 90 91 83 95 88 92 83 94 89 89 87 81 86 91 80 98 94 94 83.91 -36.80 -71.17 2.32 2.68 4.56 28.72 21.94 -33.76 34.20 -4.69 }
{1660 65164 96 83 89 84 93 89 81 80 85 95 87 90 96 83 89 84 93 89 81 80 85 95 87 90 9.61 63.72 -8.95 0.87 3.67 -5.81 28.72 21.09 -29.30 39.20 -2.47 }
{1665 65318 89 95 92 90 87 92 88 95 86 91 96 98 83 97 96 80 80 97 87 99 96 88 99 91 -12.27 14.01 53.34 3.28 5.62 -0.02 28.77 22.21 -32.76 53.66 -5.33 }
{1670 65477 94 96 91 83 89 84 83 98 86 88 96 86 94 96 91 83 89 84 83 98 86 88 96 86 -26.50 -43.83 6.35 -0.04 1.27 -3.56 28.81 21.99 -29.96 48.36 -6.62 }
{1675 65638 99 89 84 99 84 80 98 80 95 97 83 88 99 89 84 99 84 80 98 80 95 97 83 88 -39.90 61.64 102.40 -1.91 4.53 -8.19 28.67 21.99 -29.47 63.89 -4.65 }
{1680 65799 91 88 89 92 91 88 97 85 87 86 91 86 91 88 89 92 91 88 97 85 87 86 91 86 63.12 -0.44 -29.57 2.24 2.86 -3.14 28.77 22.57 -27.39 58.11 -5.60 }
{1685 65958 98 88 99 99 96 97 99 93 92 80 95 80 89 93 97 96 94 80 88 89 92 90 95 83 79.85 66.52 -22.03 1.75 2.12 2.41 28.81 21.94 -43.95 54.37 -5.10 }
{1690 66116 99 96 94 81 97 82 98 85 98 90 85 89 99 96 94 81 97 82 98 85 98 90 85 89 -24.99 5.91 24.73 1.74 8.40 -4.56 28.77 22.03 -41.88 56.41 -6.34 }
{1695 66275 96 98 97 95 89 87 91 97 96 96 90 92 96 98 97 95 89 87 91 97 96 96 90 92 51.42 10.85 7.37 0.47 1.85 3.97 28.67 23.04 -39.79 51.72 -7.57 }
{1700 66430 92 91 82 93 90 97 85 80 86 83 84 82 97 85 87 95 88 99 99 97 82 87 91 91 42.34 5.24 -64.43 3.19 1.31 2.77 28.77 22.26 -35.20 47.71 -8.08 }
{1705 66587 89 99 81 88 85 97 85 93 82 80 90 89 86 87 82 91 92 90 93 95 84 84 80 81 24.03 3.78 -20.17 2.45 1.33 -3.27 28.81 21.34 -52.60 43.63 -7.88 }
{1709 66734 92 80 90 85 81 98 96 93 87 82 83 88 96 80 89 81 83 81 88 99 94 93 87 85 -0.26 11.49 14.75 2.16 4.00 -1.92 28.81 21.68 -48.38 41.15 -6.67 }
{1713 66891 91 89 98 92 94 93 90 84 97 87 92 94 86 94 88 93 94 98 86 91 98 87 94 90 -18.21 4.43 9.95 -0.96 5.26 -3.36 28.86 21.96 -45.41 45.61 -4.13 }
{1718 67061 81 96 84 87 88 81 94 87 97 85 99 85 81 96 84 87 88 81 94 87 97 85 99 85 -44.58 -13.89 18.23 1.25 3.04 -2.09 28.81 21.05 -41.70 48.91 -6.54 }
{1723 67222 89 95 94 84 91 84 89 95 99 95 99 91 89 95 94 84 91 84 89 95 99 95 99 91 16.02 2.66 -0.69 3.70 2.53 -1.12 28.72 21.29 -39.06 43.68 -8.65 }
{1727 67367 86 88 99 91 81 93 84 91 90 86 94 81 87 89 88 96 89 99 89 81 90 94 81 82 17.29 -9.98 -25.08 0.22 2.56 -2.46 28.81 22.37 -36.72 40.71 -7.57 }
{1732 67537 85 81 98 92 87 93 96 89 98 98 83 98 88 83 87 82 82 94 80 95 87 94 84 95 -36.97 -2.67 19.65 2.52 2.60 -0.97 28.77 21.61 -32.64 37.70 -5.30 }
{1737 67697 83 88 81 85 92 80 91 87 96 87 96 99 83 88 81 85 92 80 91 87 96 87 96 99 -66.76 22.13 72.69 0.31 4.90 -6.98 28.72 21.88 -32.71 33.83 -2.53 }
