N T EM1 EM2 EM3 EM4 EM5 EM6 EM7 EM8 EM9 EM10 EM11 EM12 CM1 CM2 CM3 CM4 CM5 CM6 CM7 CM8 CM9 CM10 CM11 CM12 GyX GyY GyZ AcX AcY AcZ Tmp HCSR X Y Z
{64 8009 99 95 89 80 89 83 94 80 97 85 97 85 99 95 89 80 89 83 94 80 97 85 97 85 -6.07 6.48 -6.09 1.93 -0.01 2.44 28.58 61.00 -15.22 40.16 -24.75 }
{68 8164 96 84 97 88 84 90 90 96 92 94 97 84 96 84 97 88 84 90 90 96 92 94 97 84 4.61 -7.52 -11.59 1.24 3.06 -0.21 28.62 33.49 -15.99 36.46 -25.66 }
{72 8322 96 93 84 90 86 80 84 90 85 96 98 95 96 93 84 90 86 80 84 90 85 96 98 95 9.99 5.64 10.73 -0.03 3.30 -0.13 28.62 35.26 -15.30 33.76 -25.08 }
{76 8474 97 96 98 86 97 91 98 94 99 97 93 91 97 96 98 86 97 91 98 94 99 97 93 91 -1.03 35.85 -2.03 1.48 2.68 -3.72 28.53 31.57 -13.85 31.15 -22.25 }
{80 8630 82 93 97 91 88 89 93 97 84 98 80 94 82 93 97 91 88 89 93 97 84 98 80 94 31.70 -44.85 0.99 1.35 2.63 1.88 28.67 28.49 -14.85 27.80 -21.67 }
{85 8797 95 87 80 90 95 86 87 98 80 86 95 97 95 87 80 90 95 86 87 98 80 86 95 97 -1.68 6.98 30.05 1.72 1.96 -3.54 28.62 28.44 -21.27 24.80 -21.96 }
{89 8940 94 93 80 94 98 97 85 89 95 83 82 97 94 93 80 94 98 97 85 89 95 83 82 97 14.63 1.14 1.88 1.71 1.03 -0.48 28.53 29.18 -20.31 23.64 -19.28 }
{93 9094 99 87 87 89 95 83 93 83 88 85 98 99 99 87 87 89 95 83 93 83 88 85 98 99 -8.22 -11.02 34.90 0.40 4.30 -0.73 28.58 28.94 -19.49 28.78 -17.78 }
{97 9250 90 84 92 93 83 97 80 90 91 80 83 80 90 84 92 93 83 97 80 90 91 80 83 80 34.86 2.45 -30.75 2.54 0.38 1.36 28.62 27.66 -25.01 27.10 -19.05 }
{101 9406 93 98 83 96 90 94 80 99 92 94 89 82 93 98 83 96 90 94 80 99 92 94 89 82 3.81 -1.92 2.38 1.73 2.70 -1.02 28.67 32.06 -22.43 25.12 -19.21 }
{105 9561 91 90 99 83 90 80 83 90 91 89 98 86 91 90 99 83 90 80 83 90 91 89 98 86 -9.03 3.67 8.43 0.18 3.54 -1.06 28.62 28.78 -21.67 29.58 -19.26 }
{109 9716 90 81 96 84 84 98 96 91 84 80 98 91 90 81 96 84 84 98 96 91 84 80 98 91 25.50 19.79 25.25 1.78 3.61 -1.71 28.62 28.29 -21.57 26.30 -20.33 }
{113 9874 88 97 88 90 84 95 97 91 90 86 90 93 88 97 88 90 84 95 97 91 90 86 90 93 -3.87 18.77 -5.77 2.80 3.68 -3.06 28.53 28.40 -20.71 24.48 -20.95 }
{117 10030 85 80 82 83 92 87 81 90 80 99 87 91 85 80 82 83 92 87 81 90 80 99 87 91 -15.02 -39.63 -4.01 1.80 1.16 -1.85 28.62 27.30 -19.99 21.92 -20.80 }
{121 10190 94 85 81 97 88 82 95 94 85 93 80 91 94 85 81 97 88 82 95 94 85 93 80 91 8.95 16.31 60.12 -0.67 3.95 -0.65 28.53 29.23 -18.21 34.08 -18.90 }
{125 10350 80 87 92 99 98 81 91 96 91 91 88 91 80 87 92 99 98 81 91 96 91 91 88 91 1.93 -4.79 -15.07 1.21 2.37 -1.81 28.53 27.06 -16.59 31.04 -18.69 }
{129 10508 95 91 82 96 86 95 84 81 97 81 83 84 95 91 82 96 86 95 84 81 97 81 83 84 17.04 8.19 -5.10 1.16 2.65 -0.36 28.48 29.69 -14.61 29.13 -17.72 }
{133 10663 96 81 95 90 96 85 93 81 80 91 89 85 96 81 95 90 96 85 93 81 80 91 89 85 -40.84 -8.68 40.46 -1.74 3.70 -3.37 28.58 29.32 -14.82 33.66 -17.14 }
{137 10823 96 88 85 84 87 89 96 86 96 86 87 80 96 88 85 84 87 89 96 86 96 86 87 80 3.24 1.78 -8.09 1.84 2.80 -1.99 28.62 31.31 -14.48 30.56 -16.99 }
{141 10981 85 98 88 89 94 87 80 94 80 96 95 83 85 98 88 89 94 87 80 94 80 96 95 83 -3.28 3.56 5.60 0.54 5.02 2.39 28.53 30.26 -14.93 27.83 -15.67 }
{145 11134 85 91 92 84 96 97 95 85 90 95 92 90 97 99 87 95 93 99 89 84 99 81 85 89 -4.90 27.20 32.60 1.27 3.25 -4.72 28.58 30.95 -29.75 24.71 -15.67 }
{149 11292 93 80 89 90 97 86 98 83 98 96 81 99 87 88 99 87 95 95 92 84 89 84 94 87 -29.32 -12.10 32.75 1.64 5.49 -3.44 28.53 29.47 -31.72 21.67 -17.53 }
{153 11455 99 85 91 87 84 85 81 94 86 90 83 92 81 94 97 97 80 89 85 87 82 99 97 96 7.27 23.62 -4.21 3.25 2.45 -1.79 28.58 31.69 -31.38 19.52 -18.72 }
{157 11610 82 89 99 88 83 97 81 92 86 81 97 96 82 89 99 88 83 97 81 92 86 81 97 96 27.97 21.52 -14.08 2.70 0.62 0.29 28.58 27.86 -35.39 18.77 -17.18 }
{161 11768 90 94 95 81 92 93 87 92 84 91 98 92 90 83 99 94 99 86 95 81 83 92 86 99 -14.74 -7.96 9.63 -0.15 2.82 -6.04 28.53 30.55 -33.33 24.02 -16.52 }
{166 11938 90 83 89 85 83 91 91 92 96 99 91 99 90 83 89 85 83 91 91 92 96 99 91 99 17.59 39.38 -61.24 16.75 32.14 -92.62 28.53 28.85 -31.96 22.43 -18.23 }
{170 12089 96 91 97 93 88 97 90 83 96 89 91 94 96 91 97 93 88 97 90 83 96 89 91 94 0.45 0.51 1.41 2.63 1.01 0.07 28.53 27.15 -31.59 20.05 -18.11 }
{174 12244 97 90 81 81 85 82 92 92 94 99 87 97 97 90 81 81 85 82 92 92 94 99 87 97 -9.55 -5.84 -15.05 1.44 4.12 -1.58 28.58 29.85 -30.32 18.11 -18.23 }
{178 12402 90 99 90 97 81 96 80 99 92 99 96 90 88 94 84 98 90 81 95 81 91 81 85 81 0.02 -2.19 -26.17 4.06 2.14 0.70 28.62 27.53 -28.37 16.97 -18.35 }
{182 12561 82 94 83 83 89 90 95 95 84 94 83 98 82 94 83 83 89 90 95 95 84 94 83 98 23.15 -18.13 -3.63 -0.39 2.37 1.18 28.62 31.59 -29.59 15.40 -20.76 }
{186 12721 88 91 88 95 93 91 89 93 99 91 80 84 88 91 88 95 93 91 89 93 99 91 80 84 36.32 18.56 -31.53 2.57 1.93 0.53 28.58 35.69 -39.60 21.69 -23.26 }
{190 12877 90 90 80 93 82 98 82 84 88 93 95 80 90 90 80 93 82 98 82 84 88 93 95 80 9.48 -10.53 -0.32 0.89 3.15 -1.28 28.58 38.03 -38.71 18.15 -23.36 }
{194 13037 83 98 94 85 82 89 90 89 98 90 95 83 83 98 94 85 82 89 90 89 98 90 95 83 -3.00 -7.38 43.34 0.47 2.11 -2.12 28.67 35.19 -35.73 23.86 -21.33 }
{198 13194 85 94 95 81 91 86 91 99 83 94 97 99 80 97 85 98 84 82 95 80 87 80 87 86 -17.14 -42.01 5.41 1.99 5.32 -0.67 28.58 61.05 -31.85 22.03 -20.89 }
{202 13351 82 83 89 90 83 98 93 81 90 80 98 80 87 96 91 86 91 84 99 96 84 92 88 94 32.03 20.01 -20.98 3.65 1.24 -1.30 28.67 31.31 -42.55 21.01 -21.46 }
{206 13511 99 88 91 90 83 87 84 83 94 88 81 92 99 88 91 90 83 87 84 83 94 88 81 92 11.26 18.57 -30.75 2.59 2.79 -1.23 28.62 30.12 -36.75 21.00 -18.50 }
{210 13670 83 99 99 99 96 81 87 93 99 88 84 80 83 99 99 99 96 81 87 93 99 88 84 80 9.16 -4.83 24.89 0.32 2.02 -4.28 28.62 29.05 -36.42 26.60 -19.35 }
{214 13830 89 87 93 81 95 96 94 95 91 92 88 98 89 87 93 81 95 96 94 95 91 92 88 98 30.36 17.39 20.31 0.92 3.65 1.24 28.58 34.25 -34.06 24.42 -18.29 }
{218 13984 87 97 89 86 90 91 92 83 92 81 91 90 93 88 90 80 99 94 92 94 90 92 99 97 -11.29 1.87 -3.65 1.21 3.24 -1.91 28.62 27.59 -37.52 23.27 -18.38 }
{222 14142 92 92 83 81 93 82 81 96 98 91 80 96 92 92 83 81 93 82 81 96 98 91 80 96 -2.99 -7.81 -12.34 2.30 3.72 -0.76 28.58 29.61 -36.41 20.81 -17.15 }
{226 14302 84 99 89 84 95 90 96 99 80 98 88 92 80 82 80 89 85 83 95 99 98 99 81 82 5.44 1.00 2.50 0.67 4.21 -2.26 28.67 30.34 -34.43 18.65 -17.45 }
{230 14461 94 80 81 90 88 91 84 89 95 89 90 92 94 80 81 90 88 91 84 89 95 89 90 92 42.45 19.72 41.73 2.21 0.99 -2.73 28.62 61.45 -33.94 19.03 -15.80 }
{234 14615 85 99 90 91 83 86 89 90 94 90 92 84 85 99 90 91 83 86 89 90 94 90 92 84 -10.13 -5.34 18.81 1.30 5.81 -3.10 28.67 32.58 -31.76 24.41 -13.49 }
{238 14774 81 99 80 82 81 85 94 89 90 82 80 93 81 99 80 82 81 85 94 89 90 82 80 93 7.32 7.43 12.40 0.82 4.78 -2.48 28.58 30.26 -30.62 22.27 -13.60 }
{242 14932 82 81 86 88 83 82 99 97 93 84 98 96 81 95 96 89 88 80 82 92 96 87 86 91 0.81 -1.93 9.48 0.80 4.96 -1.18 28.72 37.94 -29.20 20.60 -13.31 }
{246 15086 91 83 96 85 87 93 86 93 92 85 80 93 91 83 96 85 87 93 86 93 92 85 80 93 28.08 9.64 10.98 3.67 0.35 2.61 28.58 29.03 -30.57 18.55 -12.63 }
{250 15242 93 95 99 91 98 94 80 98 89 95 98 92 82 96 96 86 93 84 84 92 99 82 88 99 -4.22 -7.99 -4.55 2.77 1.77 -1.64 28.62 29.34 -28.57 17.39 -11.01 }
{254 15399 85 96 87 92 88 80 90 98 92 85 88 80 85 96 87 92 88 80 90 98 92 85 88 80 25.85 0.37 -2.43 0.23 3.42 -0.32 28.62 30.55 -25.70 16.50 -11.16 }
{258 15556 92 83 83 92 81 89 81 86 93 89 91 97 92 83 83 92 81 89 81 86 93 89 91 97 -1.06 -11.83 10.57 2.08 2.72 -1.20 28.58 29.76 -25.87 14.58 -12.07 }
{263 15727 86 96 96 94 94 94 95 97 86 97 97 80 86 96 96 94 94 94 95 97 86 97 97 80 -4.97 -38.36 -18.61 2.09 2.85 -0.27 28.62 28.20 -24.20 19.85 -9.24 }
{267 15875 91 91 94 83 97 84 84 93 90 87 99 89 84 84 91 92 99 94 87 83 80 99 90 93 -36.48 -18.24 -3.08 1.61 0.77 -5.16 28.62 30.12 -23.35 17.88 -10.01 }
{271 16035 81 85 93 89 96 93 81 98 91 83 80 88 81 85 93 89 96 93 81 98 91 83 80 88 20.55 43.36 -34.06 4.46 -1.06 -1.96 28.67 30.23 -44.69 16.11 -8.08 }
{275 16194 86 92 99 81 84 91 92 85 90 94 82 96 86 92 99 81 84 91 92 85 90 94 82 96 -11.28 -3.95 47.05 -1.19 5.12 -2.12 28.58 28.11 -42.78 27.96 -7.21 }
{280 16364 86 93 84 91 99 95 89 88 88 98 97 83 88 89 86 88 86 99 95 89 96 88 96 99 30.28 -5.96 -42.35 2.13 0.85 -3.18 28.67 25.74 -47.54 23.93 -9.35 }
{285 16523 97 96 98 91 83 98 80 88 81 91 98 97 97 96 98 91 83 98 80 88 81 91 98 97 28.72 -47.60 -24.84 1.73 0.24 3.37 28.58 25.29 -63.94 21.84 -9.60 }
{289 16671 93 98 93 95 91 95 84 82 92 99 91 95 93 98 93 95 91 95 84 82 92 99 91 95 -16.12 -29.43 30.20 0.21 3.59 -5.23 28.62 34.64 -66.28 26.63 -7.47 }
{293 16830 86 94 83 95 84 95 96 99 84 93 86 93 86 94 83 95 84 95 96 99 84 93 86 93 -41.66 -22.25 -21.34 1.82 2.48 -1.71 28.67 27.02 -64.30 23.04 -10.49 }
{297 16989 87 94 90 87 85 90 82 85 94 92 81 85 86 80 80 92 83 90 85 80 85 87 84 88 -3.89 10.75 -18.69 2.11 2.39 -2.00 28.62 25.85 -60.28 21.42 -10.77 }
{301 17148 86 80 95 99 82 88 83 97 96 82 89 98 86 80 95 99 82 88 83 97 96 82 89 98 11.18 8.86 24.21 1.28 2.08 0.12 28.72 27.57 -56.59 19.68 -10.52 }
{306 17316 89 82 95 85 99 91 81 94 94 82 86 83 89 82 95 85 99 91 81 94 94 82 86 83 16.22 -13.40 -17.33 3.89 2.19 -1.94 28.62 26.26 -58.78 18.59 -11.33 }
{310 17465 99 81 90 84 95 98 82 91 96 80 88 84 99 81 90 84 95 98 82 91 96 80 88 84 5.18 -4.93 9.37 -0.16 3.07 -1.89 28.58 28.35 -62.12 17.28 -10.02 }
{314 17623 88 91 97 80 94 96 99 85 93 82 99 94 86 96 90 82 93 93 95 88 91 98 81 91 -13.63 -5.70 7.50 -0.22 6.24 -1.51 28.67 30.48 -58.48 22.80 -8.28 }
{318 17781 94 88 83 99 86 94 87 97 83 81 87 94 94 88 83 99 86 94 87 97 83 81 87 94 -0.06 2.56 -25.27 1.91 3.41 -0.60 28.58 25.58 -52.73 22.23 -8.58 }
{322 17937 96 99 98 90 83 86 96 85 84 82 83 81 96 99 98 90 83 86 96 85 84 82 83 81 9.56 23.93 40.31 2.56 1.41 -3.30 28.58 28.38 -54.78 25.58 -8.23 }
{326 18095 97 89 85 99 81 90 88 89 99 87 99 86 97 89 85 99 81 90 88 89 99 87 99 86 -4.26 5.76 -27.48 2.25 2.05 -2.58 28.62 25.14 -60.14 22.47 -9.97 }
{330 18249 80 95 97 82 82 80 81 85 90 85 96 94 80 95 97 82 82 80 81 85 90 85 96 94 -11.57 -16.70 -10.35 2.21 3.98 -0.98 28.72 24.33 -55.58 20.76 -9.06 }
{335 18421 82 93 80 96 94 97 81 81 98 85 92 80 82 93 80 96 94 97 81 81 98 85 92 80 78.37 79.24 -4.08 2.17 1.09 3.63 28.62 25.38 -50.01 20.15 -10.46 }
{340 18579 81 82 84 95 95 92 83 82 93 81 81 99 81 82 84 95 95 92 83 82 93 81 81 99 -15.81 -17.19 13.05 -0.37 3.48 -2.27 28.58 25.88 -46.18 17.62 -9.68 }
{345 18739 80 89 95 82 84 92 93 95 88 84 95 91 90 84 91 96 81 84 85 82 93 83 96 98 31.67 -20.65 -33.97 3.37 4.54 1.75 28.58 24.40 -42.34 22.58 -10.33 }
{350 18897 88 83 99 82 83 90 99 92 97 92 82 97 93 90 99 90 91 95 98 82 85 90 82 88 -12.67 -0.24 6.84 2.23 3.52 -2.03 28.67 23.78 -39.76 33.35 -6.45 }
{355 19055 99 89 93 90 91 85 82 97 93 99 96 84 82 83 95 89 97 82 84 92 94 86 87 95 -12.07 -3.31 -49.07 2.37 1.14 -0.92 28.62 27.78 -36.09 31.00 -7.79 }
{360 19214 92 86 82 89 86 89 99 98 90 83 86 83 92 86 82 89 86 89 99 98 90 83 86 83 63.67 45.20 -11.71 2.87 3.74 0.68 28.72 24.06 -39.57 28.77 -4.13 }
{365 19371 85 98 87 97 91 96 81 83 94 83 92 82 85 98 87 97 91 96 81 83 94 83 92 82 11.50 14.92 -8.98 3.34 1.78 -1.10 28.67 23.57 -43.32 26.48 -4.33 }
{370 19528 91 91 82 93 93 90 80 84 95 87 90 81 91 91 82 93 93 90 80 84 95 87 90 81 -12.76 -13.92 7.39 1.34 2.24 -2.42 28.62 24.80 -38.62 24.18 -2.71 }
{374 19676 97 81 98 94 80 97 87 91 82 92 97 84 97 81 98 94 80 97 87 91 82 92 97 84 -17.40 -32.64 58.87 0.45 4.31 1.20 28.67 24.67 -37.60 28.23 -1.53 }
{378 19832 85 87 83 98 99 83 97 81 85 97 85 97 85 87 83 98 99 83 97 81 85 97 85 97 -61.52 -26.70 52.93 -2.35 3.01 -5.06 28.67 29.49 -35.87 39.46 -0.71 }
{383 20003 84 84 99 99 96 80 91 86 82 93 95 89 84 84 99 99 96 80 91 86 82 93 95 89 11.55 -6.41 -20.40 1.92 2.46 -0.69 28.72 23.13 -32.15 36.25 -4.20 }
{388 20162 89 91 96 83 96 84 90 98 91 99 95 85 89 91 96 83 96 84 90 98 91 99 95 85 4.40 30.45 -58.73 3.04 2.16 -4.75 28.62 24.92 -30.54 33.13 -5.18 }
{392 20307 87 97 88 80 84 94 95 83 89 86 85 83 92 81 98 84 82 91 80 86 90 83 87 88 15.99 6.28 -10.78 0.47 4.17 -1.47 28.72 24.60 -29.55 30.36 -4.43 }
{397 20476 97 89 85 93 83 96 80 88 99 97 94 85 87 85 87 94 95 88 97 89 95 89 86 86 3.00 51.75 14.66 -1.19 1.05 -3.40 28.67 25.18 -28.75 34.81 -2.85 }
{401 20623 82 96 99 95 90 93 90 92 88 83 81 87 82 96 99 95 90 93 90 92 88 83 81 87 24.20 9.15 -3.69 0.60 2.90 -1.74 28.62 23.97 -27.82 39.35 -2.50 }
{405 20780 97 98 94 96 88 92 93 80 84 84 93 93 97 98 94 96 88 92 93 80 84 84 93 93 -4.21 20.65 -6.03 3.35 3.72 -3.21 28.58 24.49 -33.89 36.82 -3.81 }
{410 20946 99 97 89 87 91 93 93 99 80 94 97 84 99 97 89 87 91 93 93 99 80 94 97 84 28.58 -45.35 -13.53 0.88 2.58 2.05 28.58 25.43 -32.85 32.46 -5.99 }
{415 21105 98 80 88 98 81 97 92 93 80 96 80 94 90 83 89 94 85 91 91 90 97 90 94 85 24.17 7.41 58.67 -6.39 3.23 -0.83 28.67 25.11 -30.39 43.19 -4.17 }
{420 21262 94 92 94 90 86 87 81 85 89 91 85 80 94 92 94 90 86 87 81 85 89 91 85 80 -6.18 -31.35 -41.89 2.79 1.29 -1.80 28.58 24.11 -29.17 37.92 -9.56 }
{424 21408 95 89 94 83 94 94 94 94 83 95 97 97 95 89 94 83 94 94 94 94 83 95 97 97 10.75 -1.11 20.53 0.21 4.24 1.45 28.67 24.58 -27.25 41.79 -8.36 }
{429 21577 82 94 92 99 99 83 97 90 90 86 96 92 82 94 92 99 99 83 97 90 90 86 96 92 -42.93 8.02 -4.49 0.86 2.93 -2.08 28.67 24.15 -26.09 37.97 -8.38 }
{434 21734 98 96 81 84 87 98 80 92 87 95 81 86 98 96 81 84 87 98 80 92 87 95 81 86 49.18 8.28 -52.32 3.58 0.84 2.01 28.67 23.71 -30.17 34.82 -8.27 }
{438 21878 90 95 98 99 92 83 92 86 88 93 86 86 93 81 96 92 81 89 97 84 82 80 92 95 -5.74 2.63 49.37 -0.43 6.55 -3.41 28.62 31.35 -33.74 52.81 -7.25 }
{442 22037 90 96 85 81 87 99 97 93 85 89 82 88 90 96 85 81 87 99 97 93 85 89 82 88 36.89 8.43 -54.26 2.56 0.90 3.61 28.67 24.47 -39.08 50.19 -9.48 }
{447 22203 99 88 87 84 91 97 86 80 92 81 90 98 89 94 87 92 99 97 90 91 84 84 80 95 -18.74 15.44 4.44 0.95 2.91 -3.61 28.62 28.18 -40.33 46.74 -7.89 }
{451 22349 97 95 95 84 80 98 97 83 97 94 88 87 93 82 97 96 82 82 82 88 80 85 90 86 11.10 11.93 16.41 1.39 2.00 -1.21 28.72 32.94 -38.03 42.65 -6.37 }
{456 22517 99 80 82 97 95 92 94 95 90 91 83 91 91 90 89 87 94 88 83 88 91 92 99 96 20.08 44.95 41.36 1.10 1.50 -2.53 28.62 24.87 -34.05 47.12 -3.78 }
{461 22674 82 83 89 99 94 86 87 92 80 86 81 85 82 83 89 99 94 86 87 92 80 86 81 85 9.45 12.74 -5.83 1.13 2.84 -3.52 28.62 25.56 -34.01 48.82 -7.54 }
{465 22820 97 89 83 82 85 99 99 80 92 88 93 96 97 89 83 82 85 99 99 80 92 88 93 96 9.33 42.45 16.47 2.97 1.79 -1.28 28.72 27.22 -32.54 45.74 -7.28 }
{470 22986 93 97 93 83 88 94 86 83 90 81 86 85 93 97 93 83 88 94 86 83 90 81 86 85 -18.29 -19.20 -81.72 3.47 -0.32 -3.04 28.67 25.85 -48.52 42.26 -5.55 }
{474 23138 95 82 88 85 92 90 91 80 83 87 99 90 95 82 88 85 92 90 91 80 83 87 99 90 12.17 3.93 -31.36 2.14 4.43 -0.88 28.62 27.84 -45.27 39.55 -5.65 }
{479 23305 99 82 99 96 89 81 96 90 81 80 82 91 99 82 99 96 89 81 96 90 81 80 82 91 -29.98 -17.15 27.60 2.57 0.84 -1.24 28.62 26.83 -39.95 36.04 -3.88 }
{484 23463 90 94 97 93 95 88 81 86 93 98 86 90 90 94 97 93 95 88 81 86 93 98 86 90 -28.97 35.91 -67.04 3.35 1.16 -2.06 28.62 25.97 -57.70 33.47 -4.85 }
{489 23623 86 99 90 92 91 92 81 87 99 88 97 96 86 99 90 92 91 92 81 87 99 88 97 96 31.99 51.73 -3.91 3.36 2.44 -1.69 28.58 26.46 -51.49 31.61 -3.94 }
{493 23770 82 91 97 91 99 94 87 96 96 96 87 93 82 91 97 91 99 94 87 96 96 96 87 93 27.06 10.19 24.26 1.13 2.24 -0.42 28.53 26.06 -47.96 29.38 -4.37 }
{497 23924 97 80 97 80 96 93 93 95 90 82 86 86 87 93 97 96 95 84 86 88 93 81 97 91 -0.18 6.85 -6.41 3.03 0.49 -2.68 28.67 25.85 -45.21 27.41 -4.07 }
{502 24092 94 94 89 95 99 98 94 80 87 83 82 95 94 94 89 95 99 98 94 80 87 83 82 95 30.98 -1.06 55.82 -1.21 1.73 -1.22 28.53 25.11 -40.91 31.60 -3.01 }
{506 24240 91 80 92 89 90 83 85 98 94 98 84 81 91 80 92 89 90 83 85 98 94 98 84 81 19.23 3.99 -42.96 3.57 0.46 -1.21 28.53 28.92 -57.78 29.74 -4.64 }
{510 24397 86 83 80 90 95 82 82 90 98 82 95 95 86 83 80 90 95 82 82 90 98 82 95 95 -21.68 -4.19 16.11 1.06 5.74 -0.76 28.62 26.28 -56.19 40.81 -3.81 }
{515 24565 94 87 94 80 90 96 86 81 83 92 95 98 80 95 86 97 85 97 95 83 95 96 83 82 52.60 -4.09 -32.47 4.18 4.25 4.81 28.62 24.92 -50.25 36.30 -3.79 }
{520 24723 91 99 85 91 97 86 90 95 96 81 91 85 91 99 85 91 97 86 90 95 96 81 91 85 -13.10 1.70 -6.14 4.44 1.08 -2.09 28.62 24.31 -60.34 34.70 -4.60 }
{524 24867 99 90 84 97 82 93 93 80 83 83 94 82 99 90 84 97 82 93 93 80 83 83 94 82 25.27 5.50 6.02 1.46 2.71 -0.06 28.62 24.58 -56.79 32.28 -3.05 }
{529 25035 83 81 97 89 87 86 91 94 82 90 90 94 83 81 97 89 87 86 91 94 82 90 90 94 -81.19 -47.98 13.08 0.52 3.57 -2.67 28.67 25.34 -53.33 28.22 -2.06 }
{534 25194 99 97 83 99 93 92 99 84 88 83 89 85 99 97 83 99 93 92 99 84 88 83 89 85 44.97 42.36 19.62 2.59 0.64 -3.63 28.67 24.67 -55.83 26.24 -1.75 }
{538 25341 80 84 92 96 90 99 89 88 89 92 92 98 80 84 92 96 90 99 89 88 89 92 92 98 -17.31 34.19 -42.78 2.62 2.13 -3.19 28.58 25.50 -52.20 24.52 -0.78 }
{542 25500 95 90 83 99 98 99 99 85 83 88 84 97 95 90 83 99 98 99 99 85 83 88 84 97 17.97 11.69 -16.63 3.02 1.96 -0.74 28.62 29.58 -55.12 23.26 0.95 }
{546 25656 91 82 98 97 84 82 96 95 93 90 92 90 91 82 98 97 84 82 96 95 93 90 92 90 -10.96 0.51 -20.24 2.43 4.62 -2.69 28.67 30.37 -48.76 22.56 1.88 }
{551 25824 93 93 88 88 93 82 91 80 85 95 81 84 93 93 88 88 93 82 91 80 85 95 81 84 -2.24 -9.37 -20.46 -1.05 1.95 -1.56 28.72 25.41 -46.53 26.05 -0.12 }
{555 25973 96 84 98 87 95 87 83 96 83 96 97 86 96 84 98 87 95 87 83 96 83 96 97 86 26.60 5.17 -3.14 2.42 0.76 2.10 28.67 26.81 -44.19 24.82 -0.09 }
